date,campaign_name,campaign_type,ad_group,impressions,clicks,spend_gbp,conversions,conversion_value_gbp
2024-11-09,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,702,51,84.14,2,320.74
2024-11-09,Shopping_All_EU,shopping,Shopping_All_EU_AG1,613,15,59.03,1,178.43
2024-11-09,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,391,20,32.00,0,35.78
2024-11-09,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4549,139,236.10,4,727.78
2024-11-10,Brand_Search_UK,search,Brand_Search_UK_AG1,2062,65,148.20,7,839.88
2024-11-10,Brand_Search_EU,search,Brand_Search_EU_AG1,641,37,47.79,1,170.46
2024-11-10,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,888,55,95.73,2,304.32
2024-11-10,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1323,69,91.51,2,383.20
2024-11-10,Shopping_All_EU,shopping,Shopping_All_EU_AG1,928,68,51.56,1,174.18
2024-11-10,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,333,21,33.58,0,42.11
2024-11-10,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4537,134,231.86,4,810.76
2024-11-11,Brand_Search_UK,search,Brand_Search_UK_AG1,1396,103,159.02,9,887.58
2024-11-11,Brand_Search_EU,search,Brand_Search_EU_AG1,1089,29,63.69,1,257.67
2024-11-11,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2346,61,125.24,3,425.71
2024-11-11,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1655,86,107.14,4,455.22
2024-11-11,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1058,26,64.81,1,189.01
2024-11-11,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,355,23,40.92,0,43.03
2024-11-11,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,5405,430,281.91,8,1057.07
2024-11-12,Brand_Search_UK,search,Brand_Search_UK_AG1,1749,129,147.49,4,745.52
2024-11-12,Brand_Search_EU,search,Brand_Search_EU_AG1,892,37,65.18,2,254.40
2024-11-12,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1466,29,156.37,3,577.37
2024-11-12,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1183,40,110.67,4,483.47
2024-11-12,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1119,76,66.27,1,226.18
2024-11-12,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,439,11,40.02,0,54.63
2024-11-12,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3939,219,282.74,11,1100.27
2024-11-13,Brand_Search_UK,search,Brand_Search_UK_AG1,2014,128,180.18,6,832.50
2024-11-13,Brand_Search_EU,search,Brand_Search_EU_AG1,735,35,66.72,2,265.97
2024-11-13,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2915,199,148.07,4,535.26
2024-11-13,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,990,42,108.34,4,437.98
2024-11-13,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1565,108,82.39,1,268.92
2024-11-13,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,503,16,47.18,0,55.46
2024-11-13,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3595,73,281.37,8,1087.06
2024-11-14,Brand_Search_UK,search,Brand_Search_UK_AG1,2393,178,191.85,5,972.10
2024-11-14,Brand_Search_EU,search,Brand_Search_EU_AG1,776,48,64.48,2,230.04
2024-11-14,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2328,60,158.04,3,530.43
2024-11-14,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1772,76,104.36,2,452.14
2024-11-14,Shopping_All_EU,shopping,Shopping_All_EU_AG1,771,17,77.41,1,250.88
2024-11-14,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,510,10,44.07,0,51.61
2024-11-14,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2056,144,235.63,9,937.05
2024-11-15,Brand_Search_UK,search,Brand_Search_UK_AG1,2668,192,156.99,7,813.00
2024-11-15,Brand_Search_EU,search,Brand_Search_EU_AG1,832,37,64.70,2,263.00
2024-11-15,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1083,29,133.54,3,491.02
2024-11-15,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,980,53,104.75,3,406.03
2024-11-15,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1408,101,81.58,1,254.24
2024-11-15,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,739,18,44.64,0,58.73
2024-11-15,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4635,345,257.46,5,900.36
2024-11-16,Brand_Search_UK,search,Brand_Search_UK_AG1,1956,109,123.61,3,619.35
2024-11-16,Brand_Search_EU,search,Brand_Search_EU_AG1,544,13,52.21,2,233.75
2024-11-16,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1172,37,119.80,2,474.32
2024-11-16,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1424,82,92.29,2,353.20
2024-11-16,Shopping_All_EU,shopping,Shopping_All_EU_AG1,829,38,57.18,1,196.35
2024-11-16,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,522,18,37.13,0,50.56
2024-11-16,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3190,106,211.54,7,796.51
2024-11-17,Brand_Search_UK,search,Brand_Search_UK_AG1,1671,101,125.53,4,603.22
2024-11-17,Brand_Search_EU,search,Brand_Search_EU_AG1,723,50,47.77,1,186.53
2024-11-17,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1693,115,97.84,2,315.01
2024-11-17,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1631,125,85.53,2,362.84
2024-11-17,Shopping_All_EU,shopping,Shopping_All_EU_AG1,752,42,63.85,1,196.69
2024-11-17,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,302,22,34.77,0,45.35
2024-11-17,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1918,62,188.30,5,698.54
2024-11-18,Brand_Search_UK,search,Brand_Search_UK_AG1,1637,41,152.93,3,705.32
2024-11-18,Brand_Search_EU,search,Brand_Search_EU_AG1,595,36,57.23,2,240.37
2024-11-18,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1201,72,129.53,2,417.33
2024-11-18,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1248,41,103.15,2,374.25
2024-11-18,Shopping_All_EU,shopping,Shopping_All_EU_AG1,961,62,71.06,1,202.48
2024-11-18,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,498,10,37.76,0,49.02
2024-11-18,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4472,236,272.13,7,922.02
2024-11-19,Brand_Search_UK,search,Brand_Search_UK_AG1,1727,64,157.26,4,697.47
2024-11-19,Brand_Search_EU,search,Brand_Search_EU_AG1,562,24,65.94,1,224.67
2024-11-19,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2196,58,127.93,2,385.04
2024-11-19,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1670,65,107.22,2,402.94
2024-11-19,Shopping_All_EU,shopping,Shopping_All_EU_AG1,654,26,74.98,1,250.27
2024-11-19,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,544,33,39.42,0,48.02
2024-11-19,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4644,140,271.01,7,986.28
2024-11-20,Brand_Search_UK,search,Brand_Search_UK_AG1,2552,79,170.18,6,934.32
2024-11-20,Brand_Search_EU,search,Brand_Search_EU_AG1,618,18,52.47,1,207.27
2024-11-20,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2855,102,154.40,3,599.03
2024-11-20,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1820,110,101.92,4,421.47
2024-11-20,Shopping_All_EU,shopping,Shopping_All_EU_AG1,929,21,76.55,1,209.71
2024-11-20,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,693,19,36.57,0,38.90
2024-11-20,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3433,196,272.23,10,983.78
2024-11-21,Brand_Search_UK,search,Brand_Search_UK_AG1,3077,170,177.21,6,972.01
2024-11-21,Brand_Search_EU,search,Brand_Search_EU_AG1,1004,23,56.51,1,201.95
2024-11-21,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2021,76,147.23,3,500.04
2024-11-21,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1035,47,93.56,2,310.69
2024-11-21,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1383,43,72.29,2,227.68
2024-11-21,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,476,23,38.36,0,39.60
2024-11-21,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3671,160,297.86,7,1005.71
2024-11-22,Brand_Search_UK,search,Brand_Search_UK_AG1,1892,121,170.69,7,890.95
2024-11-22,Brand_Search_EU,search,Brand_Search_EU_AG1,1144,72,59.64,1,243.52
2024-11-22,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1507,90,135.53,2,407.17
2024-11-22,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1813,81,118.94,2,475.23
2024-11-22,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1469,35,83.29,1,231.03
2024-11-22,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,627,17,40.37,0,42.08
2024-11-22,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3092,122,248.39,5,973.54
2024-11-23,Brand_Search_UK,search,Brand_Search_UK_AG1,2439,58,143.62,6,821.07
2024-11-23,Brand_Search_EU,search,Brand_Search_EU_AG1,661,46,44.24,1,189.22
2024-11-23,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1091,80,95.74,2,379.03
2024-11-23,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1090,54,76.31,2,261.82
2024-11-23,Shopping_All_EU,shopping,Shopping_All_EU_AG1,974,70,64.90,1,180.43
2024-11-23,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,281,21,27.56,0,37.27
2024-11-23,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3041,166,224.68,6,831.45
2024-11-24,Brand_Search_UK,search,Brand_Search_UK_AG1,2055,120,149.13,5,672.49
2024-11-24,Brand_Search_EU,search,Brand_Search_EU_AG1,870,20,44.36,1,195.35
2024-11-24,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1453,64,97.25,2,348.29
2024-11-24,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,775,38,83.98,2,274.00
2024-11-24,Shopping_All_EU,shopping,Shopping_All_EU_AG1,964,39,55.16,1,173.83
2024-11-24,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,635,15,33.04,0,36.84
2024-11-24,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2805,66,193.80,4,691.05
2024-11-25,Brand_Search_UK,search,Brand_Search_UK_AG1,2098,117,175.65,7,800.75
2024-11-25,Brand_Search_EU,search,Brand_Search_EU_AG1,546,39,52.91,1,220.09
2024-11-25,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2614,189,162.44,5,584.20
2024-11-25,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1724,109,91.27,2,372.53
2024-11-25,Shopping_All_EU,shopping,Shopping_All_EU_AG1,905,39,66.80,1,180.09
2024-11-25,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,548,30,39.86,0,48.94
2024-11-25,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2928,92,234.28,7,923.21
2024-11-26,Brand_Search_UK,search,Brand_Search_UK_AG1,3650,80,189.13,5,972.77
2024-11-26,Brand_Search_EU,search,Brand_Search_EU_AG1,739,56,68.52,2,300.85
2024-11-26,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2863,81,156.73,4,605.28
2024-11-26,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1897,66,102.30,3,337.33
2024-11-26,Shopping_All_EU,shopping,Shopping_All_EU_AG1,587,19,66.85,1,173.21
2024-11-26,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,334,23,40.83,0,47.51
2024-11-26,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2209,100,242.33,8,972.33
2024-11-27,Brand_Search_UK,search,Brand_Search_UK_AG1,1542,102,164.30,8,936.76
2024-11-27,Brand_Search_EU,search,Brand_Search_EU_AG1,1116,53,66.75,2,266.36
2024-11-27,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2381,91,161.69,2,517.01
2024-11-27,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1261,55,94.06,2,371.31
2024-11-27,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1448,86,72.49,1,225.54
2024-11-27,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,496,31,47.27,0,62.53
2024-11-27,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3535,173,260.49,6,1007.00
2024-11-28,Brand_Search_UK,search,Brand_Search_UK_AG1,1680,74,171.00,6,731.10
2024-11-28,Brand_Search_EU,search,Brand_Search_EU_AG1,981,48,62.55,1,220.13
2024-11-28,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2962,164,165.09,5,607.25
2024-11-28,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1258,44,102.90,2,390.67
2024-11-28,Shopping_All_EU,shopping,Shopping_All_EU_AG1,846,39,69.83,1,191.13
2024-11-28,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,576,20,46.41,0,59.36
2024-11-28,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2724,148,293.43,10,984.51
2024-11-29,Brand_Search_UK,search,Brand_Search_UK_AG1,2884,89,151.23,5,649.89
2024-11-29,Brand_Search_EU,search,Brand_Search_EU_AG1,726,47,59.48,1,238.57
2024-11-29,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2360,172,127.89,3,498.90
2024-11-29,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,2033,96,107.52,2,361.30
2024-11-29,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1462,39,74.39,1,254.67
2024-11-29,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,720,15,39.42,0,41.87
2024-11-29,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3972,232,276.56,9,1098.68
2024-11-30,Brand_Search_UK,search,Brand_Search_UK_AG1,2027,154,123.28,4,706.60
2024-11-30,Brand_Search_EU,search,Brand_Search_EU_AG1,690,34,52.51,1,224.71
2024-11-30,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1988,81,99.73,2,329.20
2024-11-30,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,820,51,84.15,2,318.63
2024-11-30,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1263,46,64.84,1,192.06
2024-11-30,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,563,21,29.41,0,32.94
2024-11-30,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2183,46,215.88,4,828.86
2024-12-01,Brand_Search_UK,search,Brand_Search_UK_AG1,1675,108,125.94,6,710.44
2024-12-01,Brand_Search_EU,search,Brand_Search_EU_AG1,542,25,44.45,1,156.35
2024-12-01,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,874,20,106.51,2,335.32
2024-12-01,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,577,30,66.88,2,289.64
2024-12-01,Shopping_All_EU,shopping,Shopping_All_EU_AG1,858,40,45.33,0,154.60
2024-12-01,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,421,31,30.71,0,38.81
2024-12-01,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3052,100,174.61,3,587.50
2024-12-02,Brand_Search_UK,search,Brand_Search_UK_AG1,2113,62,164.05,5,848.22
2024-12-02,Brand_Search_EU,search,Brand_Search_EU_AG1,952,74,51.05,1,219.14
2024-12-02,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2511,101,135.89,3,508.85
2024-12-02,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,722,15,77.58,1,265.39
2024-12-02,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1043,69,63.04,1,182.22
2024-12-02,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,661,37,40.76,0,53.04
2024-12-02,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3532,165,243.62,4,790.63
2024-12-03,Brand_Search_UK,search,Brand_Search_UK_AG1,2260,117,133.44,4,625.85
2024-12-03,Brand_Search_EU,search,Brand_Search_EU_AG1,716,18,54.48,1,215.78
2024-12-03,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1515,37,122.93,2,460.71
2024-12-03,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1395,51,98.41,2,392.76
2024-12-03,Shopping_All_EU,shopping,Shopping_All_EU_AG1,579,45,62.29,1,189.65
2024-12-03,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,753,60,38.32,0,47.06
2024-12-03,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4456,331,272.71,7,933.80
2024-12-04,Brand_Search_UK,search,Brand_Search_UK_AG1,2678,124,162.21,7,842.88
2024-12-04,Brand_Search_EU,search,Brand_Search_EU_AG1,840,38,56.49,1,198.05
2024-12-04,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2259,145,132.31,2,404.03
2024-12-04,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1013,28,88.66,2,324.06
2024-12-04,Shopping_All_EU,shopping,Shopping_All_EU_AG1,770,28,55.26,1,146.45
2024-12-04,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,344,23,34.77,0,39.97
2024-12-04,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3244,155,269.93,10,985.36
2024-12-05,Brand_Search_UK,search,Brand_Search_UK_AG1,2630,194,133.64,3,602.13
2024-12-05,Brand_Search_EU,search,Brand_Search_EU_AG1,614,46,53.93,1,189.45
2024-12-05,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2417,185,125.43,3,480.68
2024-12-05,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1060,74,77.31,1,297.95
2024-12-05,Shopping_All_EU,shopping,Shopping_All_EU_AG1,939,70,62.63,1,198.40
2024-12-05,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,573,42,40.70,0,55.25
2024-12-05,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3237,215,241.76,9,869.75
2024-12-06,Brand_Search_UK,search,Brand_Search_UK_AG1,1124,46,127.84,6,712.15
2024-12-06,Brand_Search_EU,search,Brand_Search_EU_AG1,780,23,44.92,1,159.67
2024-12-06,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2517,163,128.20,4,491.54
2024-12-06,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1039,38,78.11,2,290.19
2024-12-06,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1055,59,55.78,1,165.11
2024-12-06,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,646,16,37.16,0,42.24
2024-12-06,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3995,268,207.31,5,631.59
2024-12-07,Brand_Search_UK,search,Brand_Search_UK_AG1,1665,105,113.38,3,485.45
2024-12-07,Brand_Search_EU,search,Brand_Search_EU_AG1,571,19,39.79,1,139.19
2024-12-07,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1489,76,90.16,2,312.90
2024-12-07,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1157,64,67.19,1,231.98
2024-12-07,Shopping_All_EU,shopping,Shopping_All_EU_AG1,800,52,51.39,1,175.32
2024-12-07,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,403,22,27.39,0,30.17
2024-12-07,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2078,128,174.01,5,580.47
2024-12-08,Brand_Search_UK,search,Brand_Search_UK_AG1,1651,130,121.90,6,690.58
2024-12-08,Brand_Search_EU,search,Brand_Search_EU_AG1,401,21,37.30,0,143.16
2024-12-08,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1140,55,97.77,1,309.96
2024-12-08,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,925,18,77.30,2,295.05
2024-12-08,Shopping_All_EU,shopping,Shopping_All_EU_AG1,796,26,53.83,1,181.93
2024-12-08,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,365,13,29.17,0,34.89
2024-12-08,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3638,140,183.67,5,602.13
2024-12-09,Brand_Search_UK,search,Brand_Search_UK_AG1,1605,37,131.35,5,655.54
2024-12-09,Brand_Search_EU,search,Brand_Search_EU_AG1,723,34,51.60,1,185.09
2024-12-09,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1060,62,123.42,3,453.66
2024-12-09,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1836,84,101.65,2,398.11
2024-12-09,Shopping_All_EU,shopping,Shopping_All_EU_AG1,671,24,64.77,1,182.83
2024-12-09,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,365,22,36.72,0,44.94
2024-12-09,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3153,153,234.90,5,793.90
2024-12-10,Brand_Search_UK,search,Brand_Search_UK_AG1,2924,81,168.73,7,842.19
2024-12-10,Brand_Search_EU,search,Brand_Search_EU_AG1,1057,27,53.85,1,219.49
2024-12-10,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2128,112,117.69,3,430.06
2024-12-10,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,978,71,82.17,1,277.56
2024-12-10,Shopping_All_EU,shopping,Shopping_All_EU_AG1,884,46,71.45,1,222.94
2024-12-10,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,434,14,30.77,0,39.02
2024-12-10,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2793,184,214.14,5,648.75
2024-12-11,Brand_Search_UK,search,Brand_Search_UK_AG1,1931,39,147.55,5,688.43
2024-12-11,Brand_Search_EU,search,Brand_Search_EU_AG1,727,49,47.42,1,200.18
2024-12-11,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,966,44,109.77,2,344.03
2024-12-11,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1529,97,100.52,3,409.64
2024-12-11,Shopping_All_EU,shopping,Shopping_All_EU_AG1,848,62,60.05,1,186.69
2024-12-11,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,315,17,31.92,0,34.35
2024-12-11,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4173,151,224.18,8,774.72
2024-12-12,Brand_Search_UK,search,Brand_Search_UK_AG1,1912,133,144.97,4,689.44
2024-12-12,Brand_Search_EU,search,Brand_Search_EU_AG1,555,32,53.93,1,229.04
2024-12-12,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1440,111,107.93,2,375.71
2024-12-12,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1373,78,86.47,2,358.04
2024-12-12,Shopping_All_EU,shopping,Shopping_All_EU_AG1,954,70,64.33,1,175.21
2024-12-12,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,615,14,39.95,0,50.37
2024-12-12,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3866,147,216.30,4,699.11
2024-12-13,Brand_Search_UK,search,Brand_Search_UK_AG1,1216,34,136.65,3,662.48
2024-12-13,Brand_Search_EU,search,Brand_Search_EU_AG1,568,29,48.07,1,185.79
2024-12-13,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2533,109,141.28,4,528.40
2024-12-13,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1766,39,91.99,2,365.11
2024-12-13,Shopping_All_EU,shopping,Shopping_All_EU_AG1,618,44,71.36,1,221.80
2024-12-13,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,586,31,35.83,0,44.24
2024-12-13,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4083,323,268.06,7,800.14
2024-12-14,Brand_Search_UK,search,Brand_Search_UK_AG1,1162,90,118.23,4,525.20
2024-12-14,Brand_Search_EU,search,Brand_Search_EU_AG1,425,17,37.13,0,152.99
2024-12-14,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,732,43,89.36,2,275.21
2024-12-14,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1148,42,64.18,1,254.28
2024-12-14,Shopping_All_EU,shopping,Shopping_All_EU_AG1,437,32,54.15,1,178.20
2024-12-14,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,301,7,31.03,0,35.88
2024-12-14,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1600,116,187.55,3,656.06
2024-12-15,Brand_Search_UK,search,Brand_Search_UK_AG1,1425,105,100.02,2,448.16
2024-12-15,Brand_Search_EU,search,Brand_Search_EU_AG1,442,10,44.28,1,164.75
2024-12-15,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1631,82,103.49,1,330.02
2024-12-15,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,947,21,59.61,1,234.12
2024-12-15,Shopping_All_EU,shopping,Shopping_All_EU_AG1,373,19,42.94,1,133.78
2024-12-15,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,468,11,25.76,0,32.26
2024-12-15,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4195,135,210.43,7,761.76
2024-12-16,Brand_Search_UK,search,Brand_Search_UK_AG1,2979,191,155.11,7,850.51
2024-12-16,Brand_Search_EU,search,Brand_Search_EU_AG1,806,57,47.17,1,201.57
2024-12-16,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2692,83,137.36,3,533.02
2024-12-16,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1380,104,94.13,2,313.13
2024-12-16,Shopping_All_EU,shopping,Shopping_All_EU_AG1,719,19,61.69,1,176.61
2024-12-16,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,591,20,33.44,0,43.04
2024-12-16,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4582,115,250.54,8,944.96
2024-12-17,Brand_Search_UK,search,Brand_Search_UK_AG1,2794,134,160.16,7,859.67
2024-12-17,Brand_Search_EU,search,Brand_Search_EU_AG1,448,12,51.96,1,235.44
2024-12-17,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1826,74,118.46,4,467.91
2024-12-17,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1180,93,99.07,3,430.80
2024-12-17,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1176,44,61.27,1,172.39
