movement_id,variant_id,date,type,quantity_delta,running_balance,reference_id
mv_0005586,var_000017,2024-08-12T17:24:44,sale,-1,95,ord_003501
mv_0005587,var_000208,2024-08-12T17:30:02,sale,-1,92,ord_003544
mv_0005588,var_000192,2024-08-12T17:43:38,sale,-1,79,ord_003519
mv_0005589,var_000180,2024-08-12T17:43:38,sale,-1,208,ord_003519
mv_0005590,var_000166,2024-08-12T17:43:38,sale,-1,235,ord_003519
mv_0005591,var_000182,2024-08-12T18:39:02,sale,-1,64,ord_003530
mv_0005592,var_000050,2024-08-12T18:39:02,sale,-1,28,ord_003530
mv_0005593,var_000104,2024-08-12T18:44:30,sale,-1,156,ord_003507
mv_0005594,var_000047,2024-08-12T19:07:42,sale,-1,79,ord_003512
mv_0005595,var_000103,2024-08-12T19:27:32,sale,-1,65,ord_003518
mv_0005596,var_000054,2024-08-12T19:51:05,sale,-1,86,ord_003516
mv_0005597,var_000045,2024-08-12T20:02:43,sale,-1,39,ord_003524
mv_0005598,var_000192,2024-08-12T20:02:43,sale,-1,78,ord_003524
mv_0005599,var_000187,2024-08-12T20:02:43,sale,-1,72,ord_003524
mv_0005600,var_000029,2024-08-12T20:08:46,sale,-1,123,ord_003528
mv_0005601,var_000208,2024-08-12T20:36:43,sale,-1,91,ord_003545
mv_0005602,var_000168,2024-08-12T21:40:39,sale,-1,171,ord_003500
mv_0005603,var_000187,2024-08-12T22:01:57,sale,-1,71,ord_003514
mv_0005604,var_000107,2024-08-12T22:01:57,sale,-1,185,ord_003514
mv_0005605,var_000006,2024-08-12T22:01:57,sale,-1,78,ord_003514
mv_0005606,var_000165,2024-08-12T22:01:58,sale,-1,134,ord_003539
mv_0005607,var_000064,2024-08-12T22:29:49,sale,-1,132,ord_003541
mv_0005608,var_000123,2024-08-12T22:29:49,sale,-1,234,ord_003541
mv_0005609,var_000107,2024-08-13T08:03:18,sale,-1,184,ord_003581
mv_0005610,var_000015,2024-08-13T08:22:36,sale,-1,222,ord_003563
mv_0005611,var_000077,2024-08-13T08:23:23,sale,-1,123,ord_003573
mv_0005612,var_000103,2024-08-13T08:35:14,sale,-1,64,ord_003566
mv_0005613,var_000189,2024-08-13T09:11:46,sale,-1,243,ord_003561
mv_0005614,var_000161,2024-08-13T09:11:46,sale,-1,268,ord_003561
mv_0005615,var_000073,2024-08-13T09:23:33,sale,-1,50,ord_003599
mv_0005616,var_000151,2024-08-13T09:39:11,sale,-1,145,ord_003592
mv_0005617,var_000048,2024-08-13T10:08:04,sale,-1,72,ord_003578
mv_0005618,var_000160,2024-08-13T10:08:26,sale,-1,158,ord_003576
mv_0005619,var_000126,2024-08-13T10:08:41,sale,-1,83,ord_003590
mv_0005620,var_000080,2024-08-13T10:08:41,sale,-1,169,ord_003590
mv_0005621,var_000192,2024-08-13T10:28:29,sale,-1,77,ord_003559
mv_0005622,var_000189,2024-08-13T10:28:29,sale,-1,242,ord_003559
mv_0005623,var_000072,2024-08-13T10:43:56,sale,-1,178,ord_003565
mv_0005624,var_000155,2024-08-13T11:19:49,sale,-1,84,ord_003557
mv_0005625,var_000150,2024-08-13T11:22:25,sale,-1,90,ord_003564
mv_0005626,var_000019,2024-08-13T11:41:14,sale,-1,121,ord_003579
mv_0005627,var_000015,2024-08-13T11:56:15,sale,-1,221,ord_003572
mv_0005628,var_000097,2024-08-13T13:16:11,sale,-1,115,ord_003588
mv_0005629,var_000044,2024-08-13T13:18:35,sale,-1,17,ord_003555
mv_0005630,var_000145,2024-08-13T13:18:35,sale,-1,110,ord_003555
mv_0005631,var_000175,2024-08-13T13:20:08,sale,-1,118,ord_003574
mv_0005632,var_000155,2024-08-13T13:20:08,sale,-1,83,ord_003574
mv_0005633,var_000216,2024-08-13T13:20:08,sale,-1,113,ord_003574
mv_0005634,var_000020,2024-08-13T14:08:11,sale,-1,143,ord_003593
mv_0005635,var_000172,2024-08-13T14:08:11,sale,-1,194,ord_003593
mv_0005636,var_000147,2024-08-13T14:28:06,sale,-1,102,ord_003552
mv_0005637,var_000118,2024-08-13T14:34:43,sale,-1,102,ord_003585
mv_0005638,var_000075,2024-08-13T14:38:13,sale,-1,165,ord_003568
mv_0005639,var_000129,2024-08-13T14:52:06,sale,-1,180,ord_003586
mv_0005640,var_000085,2024-08-13T14:52:06,sale,-1,168,ord_003586
mv_0005641,var_000063,2024-08-13T14:52:06,sale,-1,91,ord_003586
mv_0005642,var_000059,2024-08-13T14:52:36,sale,-1,157,ord_003550
mv_0005643,var_000181,2024-08-13T14:56:54,sale,-1,183,ord_003587
mv_0005644,var_000079,2024-08-13T15:22:06,sale,-1,109,ord_003560
mv_0005645,var_000195,2024-08-13T15:22:06,sale,-1,200,ord_003560
mv_0005646,var_000003,2024-08-13T15:23:05,sale,-1,260,ord_003596
mv_0005647,var_000148,2024-08-13T16:09:47,sale,-1,115,ord_003597
mv_0005648,var_000156,2024-08-13T16:42:34,sale,-1,152,ord_003595
mv_0005649,var_000103,2024-08-13T16:42:34,sale,-1,63,ord_003595
mv_0005650,var_000204,2024-08-13T16:46:41,sale,-1,140,ord_003556
mv_0005651,var_000203,2024-08-13T16:52:54,sale,-1,89,ord_003562
mv_0005652,var_000124,2024-08-13T17:23:40,sale,-1,199,ord_003553
mv_0005653,var_000053,2024-08-13T17:30:31,sale,-1,88,ord_003580
mv_0005654,var_000192,2024-08-13T17:42:58,sale,-1,76,ord_003582
mv_0005655,var_000177,2024-08-13T17:56:50,sale,-1,83,ord_003598
mv_0005656,var_000194,2024-08-13T17:56:50,sale,-1,242,ord_003598
mv_0005657,var_000020,2024-08-13T18:16:30,sale,-1,142,ord_003554
mv_0005658,var_000116,2024-08-13T18:30:50,sale,-1,134,ord_003589
mv_0005659,var_000179,2024-08-13T18:30:50,sale,-1,231,ord_003589
mv_0005660,var_000114,2024-08-13T19:12:34,sale,-1,92,ord_003584
mv_0005661,var_000185,2024-08-13T19:12:34,sale,-1,183,ord_003584
mv_0005662,var_000042,2024-08-13T19:17:46,sale,-1,112,ord_003569
mv_0005663,var_000014,2024-08-13T19:17:46,sale,-1,171,ord_003569
mv_0005664,var_000120,2024-08-13T19:44:12,sale,-1,130,ord_003558
mv_0005665,var_000168,2024-08-13T19:49:12,sale,-1,170,ord_003577
mv_0005666,var_000070,2024-08-13T20:00:30,sale,-1,251,ord_003594
mv_0005667,var_000177,2024-08-13T20:16:48,sale,-1,82,ord_003551
mv_0005668,var_000172,2024-08-13T20:16:48,sale,-1,193,ord_003551
mv_0005669,var_000083,2024-08-13T20:17:13,sale,-1,51,ord_003549
mv_0005670,var_000063,2024-08-13T20:17:13,sale,-1,90,ord_003549
mv_0005671,var_000052,2024-08-13T21:05:34,sale,-1,36,ord_003591
mv_0005672,var_000001,2024-08-13T22:06:36,sale,-1,90,ord_003583
mv_0005673,var_000018,2024-08-13T22:11:38,sale,-1,176,ord_003575
mv_0005674,var_000103,2024-08-13T22:21:06,sale,-1,62,ord_003571
mv_0005675,var_000099,2024-08-13T22:21:06,sale,-1,119,ord_003571
mv_0005676,var_000054,2024-08-13T22:50:52,sale,-1,85,ord_003570
mv_0005677,var_000205,2024-08-13T22:54:20,sale,-1,113,ord_003567
mv_0005678,var_000102,2024-08-14T08:06:24,sale,-1,163,ord_003609
mv_0005679,var_000183,2024-08-14T08:06:24,sale,-1,147,ord_003609
mv_0005680,var_000197,2024-08-14T09:15:38,sale,-1,55,ord_003613
mv_0005681,var_000190,2024-08-14T09:20:56,sale,-1,189,ord_003644
mv_0005682,var_000170,2024-08-14T09:20:56,sale,-1,146,ord_003644
mv_0005683,var_000054,2024-08-14T09:20:56,sale,-1,84,ord_003644
mv_0005684,var_000128,2024-08-14T09:53:37,sale,-1,225,ord_003639
mv_0005685,var_000135,2024-08-14T09:53:37,sale,-1,227,ord_003639
mv_0005686,var_000185,2024-08-14T10:15:13,sale,-1,182,ord_003628
mv_0005687,var_000118,2024-08-14T10:36:50,sale,-1,101,ord_003640
mv_0005688,var_000023,2024-08-14T10:43:42,sale,-1,165,ord_003624
mv_0005689,var_000191,2024-08-14T10:43:42,sale,-1,181,ord_003624
mv_0005690,var_000146,2024-08-14T11:13:55,sale,-1,100,ord_003600
mv_0005691,var_000044,2024-08-14T12:19:36,sale,-1,16,ord_003612
mv_0005692,var_000205,2024-08-14T12:37:34,sale,-1,112,ord_003636
mv_0005693,var_000147,2024-08-14T13:04:13,sale,-1,101,ord_003607
mv_0005694,var_000015,2024-08-14T13:08:22,sale,-1,220,ord_003632
mv_0005695,var_000116,2024-08-14T13:11:26,sale,-1,133,ord_003643
mv_0005696,var_000147,2024-08-14T13:11:26,sale,-1,100,ord_003643
mv_0005697,var_000186,2024-08-14T13:11:26,sale,-1,193,ord_003643
mv_0005698,var_000129,2024-08-14T13:11:26,sale,-1,179,ord_003643
mv_0005699,var_000056,2024-08-14T13:22:49,sale,-1,31,ord_003629
mv_0005700,var_000041,2024-08-14T13:27:07,sale,-1,117,ord_003642
mv_0005701,var_000042,2024-08-14T13:27:07,sale,-1,111,ord_003642
mv_0005702,var_000173,2024-08-14T13:32:09,sale,-1,216,ord_003605
mv_0005703,var_000062,2024-08-14T13:32:09,sale,-1,190,ord_003605
mv_0005704,var_000041,2024-08-14T14:04:20,sale,-1,116,ord_003627
mv_0005705,var_000023,2024-08-14T14:20:02,sale,-1,164,ord_003626
mv_0005706,var_000071,2024-08-14T14:28:54,sale,-1,202,ord_003623
mv_0005707,var_000192,2024-08-14T14:29:31,sale,-1,75,ord_003633
mv_0005708,var_000050,2024-08-14T15:38:17,sale,-1,27,ord_003618
mv_0005709,var_000106,2024-08-14T15:42:18,sale,-1,183,ord_003611
mv_0005710,var_000008,2024-08-14T15:43:24,sale,-1,231,ord_003610
mv_0005711,var_000120,2024-08-14T15:43:24,sale,-1,129,ord_003610
mv_0005712,var_000072,2024-08-14T15:48:52,sale,-1,177,ord_003601
mv_0005713,var_000064,2024-08-14T16:23:43,sale,-1,131,ord_003620
mv_0005714,var_000191,2024-08-14T17:22:13,sale,-1,180,ord_003645
mv_0005715,var_000119,2024-08-14T17:22:13,sale,-1,116,ord_003645
mv_0005716,var_000125,2024-08-14T17:26:09,sale,-1,189,ord_003621
mv_0005717,var_000127,2024-08-14T17:26:09,sale,-1,169,ord_003621
mv_0005718,var_000119,2024-08-14T18:11:44,sale,-1,115,ord_003616
mv_0005719,var_000199,2024-08-14T18:18:09,sale,-1,156,ord_003634
mv_0005720,var_000089,2024-08-14T18:30:19,sale,-1,89,ord_003625
mv_0005721,var_000195,2024-08-14T18:33:59,sale,-1,199,ord_003630
mv_0005722,var_000201,2024-08-14T18:35:38,sale,-1,115,ord_003617
mv_0005723,var_000057,2024-08-14T18:35:38,sale,-1,38,ord_003617
mv_0005724,var_000002,2024-08-14T18:35:38,sale,-1,159,ord_003617
mv_0005725,var_000104,2024-08-14T18:52:27,sale,-1,155,ord_003615
mv_0005726,var_000101,2024-08-14T18:58:35,sale,-1,192,ord_003604
mv_0005727,var_000130,2024-08-14T19:42:13,sale,-1,189,ord_003606
mv_0005728,var_000100,2024-08-14T19:42:13,sale,-1,209,ord_003606
mv_0005729,var_000216,2024-08-14T19:45:09,sale,-1,112,ord_003631
mv_0005730,var_000164,2024-08-14T19:55:37,sale,-1,97,ord_003608
mv_0005731,var_000203,2024-08-14T20:05:49,sale,-1,88,ord_003641
mv_0005732,var_000176,2024-08-14T20:25:37,sale,-1,131,ord_003638
mv_0005733,var_000010,2024-08-14T20:56:11,sale,-1,214,ord_003637
mv_0005734,var_000073,2024-08-14T20:56:11,sale,-1,49,ord_003637
mv_0005735,var_000120,2024-08-14T20:56:11,sale,-1,128,ord_003637
mv_0005736,var_000121,2024-08-14T20:56:43,sale,-1,85,ord_003635
mv_0005737,var_000154,2024-08-14T21:06:00,sale,-1,54,ord_003603
mv_0005738,var_000013,2024-08-14T21:15:18,sale,-1,257,ord_003619
mv_0005739,var_000002,2024-08-14T21:23:58,sale,-1,158,ord_003646
mv_0005740,var_000009,2024-08-14T22:10:39,sale,-1,167,ord_003622
mv_0005741,var_000180,2024-08-14T22:25:32,sale,-1,207,ord_003614
mv_0005742,var_000174,2024-08-14T22:51:37,sale,-1,114,ord_003602
mv_0005743,var_000075,2024-08-14T22:51:37,sale,-1,164,ord_003602
mv_0005744,var_000163,2024-08-15T08:11:05,sale,-1,174,ord_003670
mv_0005745,var_000125,2024-08-15T08:18:01,sale,-1,188,ord_003676
mv_0005746,var_000038,2024-08-15T08:24:14,sale,-1,132,ord_003693
mv_0005747,var_000118,2024-08-15T08:24:14,sale,-1,100,ord_003693
mv_0005748,var_000043,2024-08-15T09:10:14,sale,-1,108,ord_003669
mv_0005749,var_000060,2024-08-15T09:10:14,sale,-1,205,ord_003669
mv_0005750,var_000191,2024-08-15T09:14:17,sale,-1,179,ord_003652
mv_0005751,var_000166,2024-08-15T09:14:17,sale,-1,234,ord_003652
mv_0005752,var_000120,2024-08-15T09:50:22,sale,-1,127,ord_003660
mv_0005753,var_000099,2024-08-15T09:50:22,sale,-1,118,ord_003660
mv_0005754,var_000074,2024-08-15T10:01:53,sale,-1,93,ord_003695
mv_0005755,var_000156,2024-08-15T11:19:29,sale,-1,151,ord_003653
mv_0005756,var_000116,2024-08-15T11:23:59,sale,-1,132,ord_003662
mv_0005757,var_000119,2024-08-15T11:38:45,sale,-1,114,ord_003663
mv_0005758,var_000114,2024-08-15T11:38:45,sale,-1,91,ord_003663
mv_0005759,var_000128,2024-08-15T11:38:45,sale,-1,224,ord_003663
mv_0005760,var_000048,2024-08-15T11:45:56,sale,-1,71,ord_003689
mv_0005761,var_000126,2024-08-15T11:52:15,sale,-1,82,ord_003699
mv_0005762,var_000053,2024-08-15T11:52:15,sale,-1,87,ord_003699
mv_0005763,var_000068,2024-08-15T11:52:15,sale,-1,89,ord_003699
mv_0005764,var_000152,2024-08-15T11:52:15,sale,-1,113,ord_003699
mv_0005765,var_000100,2024-08-15T12:03:08,sale,-1,208,ord_003686
mv_0005766,var_000069,2024-08-15T12:06:34,sale,-1,140,ord_003701
mv_0005767,var_000175,2024-08-15T12:26:58,sale,-1,117,ord_003698
mv_0005768,var_000128,2024-08-15T12:26:58,sale,-1,223,ord_003698
mv_0005769,var_000041,2024-08-15T12:53:19,sale,-1,115,ord_003664
mv_0005770,var_000116,2024-08-15T12:55:43,sale,-1,131,ord_003666
mv_0005771,var_000047,2024-08-15T13:30:54,sale,-1,78,ord_003665
mv_0005772,var_000010,2024-08-15T13:30:54,sale,-1,213,ord_003665
mv_0005773,var_000153,2024-08-15T13:30:54,sale,-1,106,ord_003665
mv_0005774,var_000023,2024-08-15T13:44:38,sale,-1,163,ord_003691
mv_0005775,var_000185,2024-08-15T14:26:20,sale,-1,181,ord_003657
mv_0005776,var_000192,2024-08-15T14:35:21,sale,-1,74,ord_003661
mv_0005777,var_000158,2024-08-15T15:36:57,sale,-1,114,ord_003692
mv_0005778,var_000159,2024-08-15T15:47:34,sale,-1,85,ord_003668
mv_0005779,var_000187,2024-08-15T16:06:59,sale,-1,70,ord_003680
mv_0005780,var_000192,2024-08-15T16:06:59,sale,-1,73,ord_003680
mv_0005781,var_000107,2024-08-15T16:52:47,sale,-1,183,ord_003677
mv_0005782,var_000121,2024-08-15T16:52:47,sale,-1,84,ord_003677
mv_0005783,var_000142,2024-08-15T16:53:27,sale,-1,75,ord_003656
mv_0005784,var_000012,2024-08-15T17:07:23,sale,-1,159,ord_003647
mv_0005785,var_000188,2024-08-15T17:13:05,sale,-1,119,ord_003684
mv_0005786,var_000095,2024-08-15T17:13:05,sale,-1,142,ord_003684
mv_0005787,var_000101,2024-08-15T17:26:05,sale,-1,191,ord_003649
mv_0005788,var_000111,2024-08-15T17:30:09,sale,-1,119,ord_003671
mv_0005789,var_000122,2024-08-15T17:44:43,sale,-1,160,ord_003654
mv_0005790,var_000029,2024-08-15T17:44:43,sale,-1,122,ord_003654
mv_0005791,var_000088,2024-08-15T18:09:26,sale,-1,55,ord_003687
mv_0005792,var_000150,2024-08-15T18:09:26,sale,-1,89,ord_003687
mv_0005793,var_000079,2024-08-15T18:24:00,sale,-1,108,ord_003655
mv_0005794,var_000185,2024-08-15T18:58:34,sale,-1,180,ord_003658
mv_0005795,var_000029,2024-08-15T19:03:59,sale,-1,121,ord_003700
mv_0005796,var_000180,2024-08-15T19:03:59,sale,-1,206,ord_003700
mv_0005797,var_000075,2024-08-15T19:17:44,sale,-1,163,ord_003685
mv_0005798,var_000098,2024-08-15T19:23:10,sale,-1,64,ord_003694
mv_0005799,var_000013,2024-08-15T19:32:20,sale,-1,256,ord_003696
mv_0005800,var_000165,2024-08-15T19:39:42,sale,-1,133,ord_003697
mv_0005801,var_000168,2024-08-15T19:59:08,sale,-1,169,ord_003682
mv_0005802,var_000003,2024-08-15T20:12:40,sale,-1,259,ord_003674
mv_0005803,var_000194,2024-08-15T20:15:34,sale,-1,241,ord_003672
mv_0005804,var_000015,2024-08-15T20:15:34,sale,-1,219,ord_003672
mv_0005805,var_000111,2024-08-15T20:15:39,sale,-1,118,ord_003681
mv_0005806,var_000071,2024-08-15T20:15:46,sale,-1,201,ord_003673
mv_0005807,var_000123,2024-08-15T20:16:23,sale,-1,233,ord_003651
mv_0005808,var_000191,2024-08-15T20:16:23,sale,-1,178,ord_003651
mv_0005809,var_000015,2024-08-15T20:28:22,sale,-1,218,ord_003683
mv_0005810,var_000118,2024-08-15T20:52:25,sale,-1,99,ord_003678
mv_0005811,var_000148,2024-08-15T20:55:12,sale,-1,114,ord_003679
mv_0005812,var_000189,2024-08-15T21:02:23,sale,-1,241,ord_003650
mv_0005813,var_000060,2024-08-15T21:02:23,sale,-1,204,ord_003650
mv_0005814,var_000120,2024-08-15T21:32:52,sale,-1,126,ord_003690
mv_0005815,var_000044,2024-08-15T21:57:29,sale,-1,15,ord_003688
mv_0005816,var_000059,2024-08-15T22:10:57,sale,-1,156,ord_003675
mv_0005817,var_000109,2024-08-15T22:10:57,sale,-1,92,ord_003675
mv_0005818,var_000168,2024-08-15T22:15:54,sale,-1,168,ord_003648
mv_0005819,var_000133,2024-08-15T22:15:54,sale,-1,241,ord_003648
mv_0005820,var_000195,2024-08-15T22:17:13,sale,-1,198,ord_003659
mv_0005821,var_000049,2024-08-15T22:17:13,sale,-1,22,ord_003659
mv_0005822,var_000111,2024-08-15T22:26:33,sale,-1,117,ord_003667
mv_0005823,var_000012,2024-08-16T08:04:16,sale,-1,158,ord_003713
mv_0005824,var_000185,2024-08-16T08:23:42,sale,-1,179,ord_003711
mv_0005825,var_000175,2024-08-16T08:29:33,sale,-1,116,ord_003737
mv_0005826,var_000048,2024-08-16T08:29:33,sale,-1,70,ord_003737
mv_0005827,var_000144,2024-08-16T08:36:20,sale,-1,112,ord_003708
mv_0005828,var_000186,2024-08-16T08:57:53,sale,-1,192,ord_003712
mv_0005829,var_000189,2024-08-16T09:39:16,sale,-1,240,ord_003721
mv_0005830,var_000011,2024-08-16T09:39:16,sale,-1,96,ord_003721
mv_0005831,var_000186,2024-08-16T09:51:42,sale,-1,191,ord_003720
mv_0005832,var_000189,2024-08-16T10:03:21,sale,-1,239,ord_003709
mv_0005833,var_000181,2024-08-16T10:16:17,sale,-1,182,ord_003722
mv_0005834,var_000018,2024-08-16T10:29:00,sale,-1,175,ord_003718
mv_0005835,var_000135,2024-08-16T10:56:17,sale,-1,226,ord_003704
mv_0005836,var_000053,2024-08-16T11:42:48,sale,-1,86,ord_003719
mv_0005837,var_000144,2024-08-16T12:27:48,sale,-1,111,ord_003710
mv_0005838,var_000006,2024-08-16T12:27:48,sale,-1,77,ord_003710
mv_0005839,var_000203,2024-08-16T13:18:52,sale,-1,87,ord_003733
mv_0005840,var_000047,2024-08-16T13:39:47,sale,-1,77,ord_003706
mv_0005841,var_000118,2024-08-16T13:39:47,sale,-1,98,ord_003706
mv_0005842,var_000048,2024-08-16T13:54:30,sale,-1,69,ord_003735
mv_0005843,var_000067,2024-08-16T14:02:13,sale,-1,210,ord_003702
mv_0005844,var_000203,2024-08-16T14:12:25,sale,-1,86,ord_003714
mv_0005845,var_000045,2024-08-16T14:22:12,sale,-1,38,ord_003703
mv_0005846,var_000103,2024-08-16T14:22:12,sale,-1,61,ord_003703
mv_0005847,var_000154,2024-08-16T14:34:41,sale,-1,53,ord_003731
mv_0005848,var_000178,2024-08-16T15:09:21,sale,-1,152,ord_003734
mv_0005849,var_000181,2024-08-16T15:39:05,sale,-1,181,ord_003729
mv_0005850,var_000181,2024-08-16T15:57:21,sale,-1,180,ord_003732
mv_0005851,var_000021,2024-08-16T15:57:21,sale,-1,55,ord_003732
mv_0005852,var_000013,2024-08-16T15:57:21,sale,-1,255,ord_003732
mv_0005853,var_000062,2024-08-16T15:57:21,sale,-1,189,ord_003732
mv_0005854,var_000198,2024-08-16T16:55:30,sale,-1,95,ord_003743
mv_0005855,var_000001,2024-08-16T16:55:30,sale,-1,89,ord_003743
mv_0005856,var_000179,2024-08-16T17:17:09,sale,-1,230,ord_003745
mv_0005857,var_000048,2024-08-16T17:27:39,sale,-1,68,ord_003725
mv_0005858,var_000152,2024-08-16T17:37:38,sale,-1,112,ord_003726
mv_0005859,var_000196,2024-08-16T18:03:22,sale,-1,178,ord_003707
mv_0005860,var_000133,2024-08-16T18:39:13,sale,-1,240,ord_003724
mv_0005861,var_000109,2024-08-16T18:50:22,sale,-1,91,ord_003736
mv_0005862,var_000101,2024-08-16T19:01:19,sale,-1,190,ord_003717
mv_0005863,var_000122,2024-08-16T19:01:19,sale,-1,159,ord_003717
mv_0005864,var_000106,2024-08-16T19:30:31,sale,-1,182,ord_003741
mv_0005865,var_000089,2024-08-16T19:48:44,sale,-1,88,ord_003727
mv_0005866,var_000010,2024-08-16T20:34:12,sale,-1,212,ord_003738
mv_0005867,var_000052,2024-08-16T20:50:49,sale,-1,35,ord_003742
mv_0005868,var_000058,2024-08-16T21:04:21,sale,-1,78,ord_003728
mv_0005869,var_000190,2024-08-16T21:18:24,sale,-1,188,ord_003716
mv_0005870,var_000093,2024-08-16T21:20:31,sale,-1,54,ord_003730
mv_0005871,var_000041,2024-08-16T21:20:31,sale,-1,114,ord_003730
mv_0005872,var_000125,2024-08-16T21:30:26,sale,-1,187,ord_003723
mv_0005873,var_000102,2024-08-16T22:12:35,sale,-1,162,ord_003739
mv_0005874,var_000107,2024-08-16T22:19:33,sale,-1,182,ord_003715
mv_0005875,var_000074,2024-08-16T22:27:18,sale,-1,92,ord_003705
mv_0005876,var_000185,2024-08-16T22:31:31,sale,-1,178,ord_003744
mv_0005877,var_000031,2024-08-16T22:51:45,sale,-1,52,ord_003740
mv_0005878,var_000121,2024-08-17T08:23:56,sale,-1,83,ord_003768
mv_0005879,var_000214,2024-08-17T08:23:56,sale,-1,140,ord_003768
mv_0005880,var_000189,2024-08-17T08:23:56,sale,-1,238,ord_003768
mv_0005881,var_000050,2024-08-17T08:23:56,sale,-1,26,ord_003768
mv_0005882,var_000197,2024-08-17T08:37:53,sale,-1,54,ord_003753
mv_0005883,var_000122,2024-08-17T08:47:47,sale,-1,158,ord_003773
mv_0005884,var_000012,2024-08-17T08:47:47,sale,-1,157,ord_003773
mv_0005885,var_000184,2024-08-17T09:09:10,sale,-1,212,ord_003766
mv_0005886,var_000161,2024-08-17T09:20:58,sale,-1,267,ord_003767
mv_0005887,var_000063,2024-08-17T10:32:44,sale,-1,89,ord_003759
mv_0005888,var_000064,2024-08-17T10:32:44,sale,-1,130,ord_003759
mv_0005889,var_000048,2024-08-17T11:19:04,sale,-1,67,ord_003777
mv_0005890,var_000053,2024-08-17T11:35:32,sale,-1,85,ord_003749
mv_0005891,var_000092,2024-08-17T12:21:22,sale,-1,113,ord_003755
mv_0005892,var_000194,2024-08-17T14:01:09,sale,-1,240,ord_003770
mv_0005893,var_000108,2024-08-17T14:01:09,sale,-1,41,ord_003770
mv_0005894,var_000120,2024-08-17T14:18:04,sale,-1,125,ord_003754
mv_0005895,var_000118,2024-08-17T14:32:07,sale,-1,97,ord_003760
mv_0005896,var_000024,2024-08-17T14:33:34,sale,-1,123,ord_003747
mv_0005897,var_000144,2024-08-17T15:05:57,sale,-1,110,ord_003758
mv_0005898,var_000141,2024-08-17T15:28:50,sale,-1,47,ord_003752
mv_0005899,var_000132,2024-08-17T16:09:10,sale,-1,130,ord_003771
mv_0005900,var_000091,2024-08-17T17:14:57,sale,-1,109,ord_003756
mv_0005901,var_000128,2024-08-17T17:17:57,sale,-1,222,ord_003769
mv_0005902,var_000002,2024-08-17T17:17:57,sale,-1,157,ord_003769
mv_0005903,var_000098,2024-08-17T17:28:38,sale,-1,63,ord_003746
mv_0005904,var_000110,2024-08-17T17:28:38,sale,-1,145,ord_003746
mv_0005905,var_000148,2024-08-17T17:39:14,sale,-1,113,ord_003761
mv_0005906,var_000007,2024-08-17T17:45:53,sale,-1,144,ord_003776
mv_0005907,var_000029,2024-08-17T17:45:53,sale,-1,120,ord_003776
mv_0005908,var_000054,2024-08-17T18:15:05,sale,-1,83,ord_003774
mv_0005909,var_000189,2024-08-17T18:15:05,sale,-1,237,ord_003774
mv_0005910,var_000162,2024-08-17T18:49:59,sale,-1,197,ord_003757
mv_0005911,var_000127,2024-08-17T19:28:16,sale,-1,168,ord_003751
mv_0005912,var_000051,2024-08-17T19:39:30,sale,-1,28,ord_003750
mv_0005913,var_000174,2024-08-17T20:21:52,sale,-1,113,ord_003772
mv_0005914,var_000206,2024-08-17T20:21:52,sale,-1,126,ord_003772
mv_0005915,var_000125,2024-08-17T20:21:52,sale,-1,186,ord_003772
mv_0005916,var_000006,2024-08-17T20:47:58,sale,-1,76,ord_003762
mv_0005917,var_000049,2024-08-17T20:53:41,sale,-1,21,ord_003748
mv_0005918,var_000178,2024-08-17T21:02:35,sale,-1,151,ord_003764
mv_0005919,var_000154,2024-08-17T21:28:31,sale,-1,52,ord_003765
mv_0005920,var_000171,2024-08-17T22:20:30,sale,-1,236,ord_003775
mv_0005921,var_000188,2024-08-17T22:20:30,sale,-1,118,ord_003775
mv_0005922,var_000207,2024-08-17T22:27:59,sale,-1,48,ord_003763
mv_0005923,var_000011,2024-08-18T08:11:03,sale,-1,95,ord_003787
mv_0005924,var_000066,2024-08-18T08:11:03,sale,-1,209,ord_003787
mv_0005925,var_000179,2024-08-18T08:19:16,sale,-1,229,ord_003786
mv_0005926,var_000167,2024-08-18T08:19:16,sale,-1,220,ord_003786
mv_0005927,var_000150,2024-08-18T08:31:54,sale,-1,88,ord_003812
mv_0005928,var_000103,2024-08-18T08:36:37,sale,-1,60,ord_003779
mv_0005929,var_000183,2024-08-18T08:36:37,sale,-1,146,ord_003779
mv_0005930,var_000111,2024-08-18T08:46:47,sale,-1,116,ord_003794
mv_0005931,var_000001,2024-08-18T10:32:33,sale,-1,88,ord_003790
mv_0005932,var_000171,2024-08-18T10:47:15,sale,-1,235,ord_003808
mv_0005933,var_000094,2024-08-18T11:00:00,sale,-1,78,ord_003807
mv_0005934,var_000063,2024-08-18T11:25:17,sale,-1,88,ord_003798
mv_0005935,var_000052,2024-08-18T12:05:48,sale,-1,34,ord_003795
mv_0005936,var_000118,2024-08-18T12:07:51,sale,-1,96,ord_003813
mv_0005937,var_000193,2024-08-18T13:32:58,sale,-1,139,ord_003811
mv_0005938,var_000099,2024-08-18T13:34:44,sale,-1,117,ord_003783
mv_0005939,var_000006,2024-08-18T14:36:24,sale,-1,75,ord_003799
mv_0005940,var_000067,2024-08-18T15:02:59,sale,-1,209,ord_003802
mv_0005941,var_000119,2024-08-18T15:02:59,sale,-1,113,ord_003802
mv_0005942,var_000045,2024-08-18T15:09:58,sale,-1,37,ord_003801
mv_0005943,var_000181,2024-08-18T15:25:56,sale,-1,179,ord_003778
