refund_id,order_id,created_at,amount,reason,refund_line_items
ref_000936,ord_007612,2024-11-02T12:00:00,195.00,size_too_small,"[""var_000051""]"
ref_000937,ord_007617,2024-11-05T12:00:00,135.00,not_as_described,"[""var_000031""]"
ref_000938,ord_007636,2024-11-19T12:00:00,48.00,damaged_in_transit,"[""var_000179""]"
ref_000939,ord_007642,2024-11-02T12:00:00,58.00,size_too_large,"[""var_000187""]"
ref_000940,ord_007643,2024-11-18T12:00:00,160.00,size_too_large,"[""var_000084""]"
ref_000941,ord_007646,2024-11-05T12:00:00,162.50,size_too_small,"[""var_000047""]"
ref_000942,ord_007648,2024-11-08T12:00:00,52.00,changed_mind,"[""var_000102""]"
ref_000943,ord_007667,2024-11-10T12:00:00,52.00,quality_issue,"[""var_000160""]"
ref_000944,ord_007670,2024-11-14T12:00:00,195.00,size_too_small,"[""var_000053""]"
ref_000945,ord_007677,2024-11-17T12:00:00,210.00,size_too_large,"[""var_000263""]"
ref_000946,ord_007680,2024-11-05T12:00:00,133.33,size_too_large,"[""var_000087""]"
ref_000947,ord_007702,2024-11-19T12:00:00,155.00,damaged_in_transit,"[""var_000023""]"
ref_000948,ord_007708,2024-11-22T12:00:00,43.33,size_too_large,"[""var_000099""]"
ref_000949,ord_007729,2024-11-08T12:00:00,52.00,size_too_small,"[""var_000106""]"
ref_000950,ord_007760,2024-11-09T12:00:00,58.00,size_too_large,"[""var_000188""]"
ref_000951,ord_007761,2024-11-05T12:00:00,55.00,quality_issue,"[""var_000247""]"
ref_000952,ord_007785,2024-11-20T12:00:00,130.00,not_as_described,"[""var_000213""]"
ref_000953,ord_007797,2024-11-07T12:00:00,162.50,size_too_large,"[""var_000050""]"
ref_000954,ord_007823,2024-11-24T12:00:00,155.00,size_too_large,"[""var_000016""]"
ref_000955,ord_007826,2024-11-05T12:00:00,135.00,size_too_small,"[""var_000037""]"
ref_000956,ord_007830,2024-11-17T12:00:00,150.00,damaged_in_transit,"[""var_000156""]"
ref_000957,ord_007836,2024-11-06T12:00:00,150.00,not_as_described,"[""var_000155""]"
ref_000958,ord_007838,2024-11-13T12:00:00,160.00,quality_issue,"[""var_000078""]"
ref_000959,ord_007852,2024-11-07T12:00:00,145.00,changed_mind,"[""var_000202""]"
ref_000960,ord_007859,2024-11-12T12:00:00,55.00,damaged_in_transit,"[""var_000252""]"
ref_000961,ord_007871,2024-11-13T12:00:00,55.00,changed_mind,"[""var_000121""]"
ref_000962,ord_007876,2024-11-14T12:00:00,140.00,not_as_described,"[""var_000095""]"
ref_000963,ord_007879,2024-11-05T12:00:00,48.00,damaged_in_transit,"[""var_000071""]"
ref_000964,ord_007880,2024-11-18T12:00:00,175.00,size_too_small,"[""var_000273""]"
ref_000965,ord_007882,2024-11-20T12:00:00,175.00,size_too_large,"[""var_000260""]"
ref_000966,ord_007885,2024-11-20T12:00:00,155.00,changed_mind,"[""var_000018""]"
ref_000967,ord_007901,2024-11-07T12:00:00,45.00,damaged_in_transit,"[""var_000042""]"
ref_000968,ord_007903,2024-11-19T12:00:00,210.00,size_too_small,"[""var_000266""]"
ref_000969,ord_007905,2024-11-26T12:00:00,48.00,changed_mind,"[""var_000059""]"
ref_000970,ord_007914,2024-11-18T12:00:00,42.00,changed_mind,"[""var_000119""]"
ref_000971,ord_007920,2024-11-22T12:00:00,45.83,changed_mind,"[""var_000135""]"
ref_000972,ord_007933,2024-11-11T12:00:00,55.00,damaged_in_transit,"[""var_000256""]"
ref_000973,ord_007942,2024-11-07T12:00:00,55.00,not_as_described,"[""var_000127""]"
ref_000974,ord_007949,2024-11-13T12:00:00,195.00,size_too_small,"[""var_000046""]"
ref_000975,ord_007952,2024-11-16T12:00:00,130.00,changed_mind,"[""var_000213""]"
ref_000976,ord_007960,2024-11-10T12:00:00,43.33,size_too_large,"[""var_000101""]"
ref_000977,ord_007966,2024-11-14T12:00:00,210.00,size_too_small,"[""var_000266""]"
ref_000978,ord_007969,2024-11-23T12:00:00,175.00,size_too_large,"[""var_000260""]"
ref_000979,ord_007973,2024-11-05T12:00:00,150.00,size_too_large,"[""var_000236""]"
ref_000980,ord_007988,2024-11-26T12:00:00,52.00,not_as_described,"[""var_000167""]"
ref_000981,ord_008029,2024-11-26T12:00:00,40.00,not_as_described,"[""var_000146""]"
ref_000982,ord_008031,2024-11-09T12:00:00,55.00,size_too_small,"[""var_000248""]"
ref_000983,ord_008040,2024-11-19T12:00:00,187.50,quality_issue,"[""var_000278""]"
ref_000984,ord_008049,2024-11-21T12:00:00,50.00,quality_issue,"[""var_000013""]"
ref_000985,ord_008055,2024-11-28T12:00:00,40.00,not_as_described,"[""var_000148""]"
ref_000986,ord_008065,2024-11-18T12:00:00,145.00,not_as_described,"[""var_000206""]"
ref_000987,ord_008087,2024-11-21T12:00:00,160.00,size_too_small,"[""var_000074""]"
ref_000988,ord_008090,2024-11-07T12:00:00,155.00,size_too_large,"[""var_000021""]"
ref_000989,ord_008091,2024-11-15T12:00:00,50.00,changed_mind,"[""var_000013""]"
ref_000990,ord_008095,2024-11-22T12:00:00,45.83,damaged_in_transit,"[""var_000252""]"
ref_000991,ord_008105,2024-11-20T12:00:00,52.00,not_as_described,"[""var_000165""]"
ref_000992,ord_008107,2024-11-29T12:00:00,52.00,not_as_described,"[""var_000257""]"
ref_000993,ord_008115,2024-11-07T12:00:00,165.00,size_too_large,"[""var_000229""]"
ref_000994,ord_008119,2024-11-08T12:00:00,58.00,size_too_small,"[""var_000196""]"
ref_000995,ord_008121,2024-11-23T12:00:00,48.00,size_too_large,"[""var_000148""]"
ref_000996,ord_008122,2024-11-16T12:00:00,160.00,damaged_in_transit,"[""var_000083""]"
ref_000997,ord_008127,2024-11-29T12:00:00,42.00,damaged_in_transit,"[""var_000119""]"
ref_000998,ord_008128,2024-11-18T12:00:00,50.00,changed_mind,"[""var_000014""]"
ref_000999,ord_008132,2024-11-21T12:00:00,50.00,not_as_described,"[""var_000005""]"
ref_001000,ord_008134,2024-11-29T12:00:00,48.00,changed_mind,"[""var_000066""]"
ref_001001,ord_008135,2024-11-27T12:00:00,210.00,size_too_large,"[""var_000270""]"
ref_001002,ord_008138,2024-11-17T12:00:00,50.00,changed_mind,"[""var_000003""]"
ref_001003,ord_008147,2024-11-13T12:00:00,155.00,damaged_in_transit,"[""var_000020""]"
ref_001004,ord_008150,2024-11-15T12:00:00,150.00,size_too_small,"[""var_000158""]"
ref_001005,ord_008151,2024-11-14T12:00:00,48.00,not_as_described,"[""var_000177""]"
ref_001006,ord_008162,2024-11-29T12:00:00,165.00,changed_mind,"[""var_000221""]"
ref_001007,ord_008170,2024-11-10T12:00:00,48.00,quality_issue,"[""var_000072""]"
ref_001008,ord_008178,2024-11-10T12:00:00,55.00,not_as_described,"[""var_000131""]"
ref_001009,ord_008179,2024-11-12T12:00:00,210.00,size_too_large,"[""var_000263""]"
ref_001010,ord_008185,2024-11-27T12:00:00,160.00,quality_issue,"[""var_000082""]"
ref_001011,ord_008186,2024-11-12T12:00:00,141.67,size_too_small,"[""var_000110""]"
ref_001012,ord_008201,2024-11-26T12:00:00,210.00,size_too_large,"[""var_000261""]"
ref_001013,ord_008203,2024-11-21T12:00:00,52.00,size_too_small,"[""var_000106""]"
ref_001014,ord_008212,2024-11-13T12:00:00,58.00,damaged_in_transit,"[""var_000192""]"
ref_001015,ord_008213,2024-11-14T12:00:00,48.00,not_as_described,"[""var_000182""]"
ref_001016,ord_008218,2024-11-11T12:00:00,210.00,size_too_small,"[""var_000265""]"
ref_001017,ord_008222,2024-11-12T12:00:00,52.00,changed_mind,"[""var_000100""]"
ref_001018,ord_008229,2024-11-14T12:00:00,210.00,size_too_small,"[""var_000266""]"
ref_001019,ord_008233,2024-11-09T12:00:00,40.00,size_too_large,"[""var_000184""]"
ref_001020,ord_008234,2024-11-16T12:00:00,55.00,quality_issue,"[""var_000242""]"
ref_001021,ord_008244,2024-11-27T12:00:00,48.00,changed_mind,"[""var_000148""]"
ref_001022,ord_008247,2024-11-17T12:00:00,210.00,size_too_large,"[""var_000262""]"
ref_001023,ord_008281,2024-12-01T12:00:00,52.00,quality_issue,"[""var_000107""]"
ref_001024,ord_008282,2024-11-22T12:00:00,150.00,not_as_described,"[""var_000154""]"
ref_001025,ord_008286,2024-11-20T12:00:00,52.00,damaged_in_transit,"[""var_000168""]"
ref_001026,ord_008293,2024-11-10T12:00:00,140.00,changed_mind,"[""var_000091""]"
ref_001027,ord_008298,2024-11-16T12:00:00,50.00,size_too_large,"[""var_000002""]"
ref_001028,ord_008321,2024-11-22T12:00:00,50.00,quality_issue,"[""var_000007""]"
ref_001029,ord_008333,2024-11-25T12:00:00,48.00,changed_mind,"[""var_000066""]"
ref_001030,ord_008359,2024-11-11T12:00:00,52.00,size_too_large,"[""var_000258""]"
ref_001031,ord_008362,2024-11-22T12:00:00,210.00,size_too_small,"[""var_000268""]"
ref_001032,ord_008366,2024-11-27T12:00:00,44.00,damaged_in_transit,"[""var_000174""]"
ref_001033,ord_008369,2024-11-17T12:00:00,160.00,size_too_large,"[""var_000075""]"
ref_001034,ord_008370,2024-11-21T12:00:00,48.00,quality_issue,"[""var_000186""]"
ref_001035,ord_008404,2024-11-29T12:00:00,52.00,size_too_small,"[""var_000105""]"
ref_001036,ord_008425,2024-12-04T12:00:00,43.33,changed_mind,"[""var_000098""]"
ref_001037,ord_008460,2024-11-21T12:00:00,195.00,size_too_large,"[""var_000054""]"
ref_001038,ord_008508,2024-11-16T12:00:00,45.00,not_as_described,"[""var_000041""]"
ref_001039,ord_008515,2024-11-28T12:00:00,162.50,size_too_small,"[""var_000057""]"
ref_001040,ord_008518,2024-11-14T12:00:00,130.00,size_too_large,"[""var_000210""]"
ref_001041,ord_008551,2024-11-16T12:00:00,48.00,size_too_large,"[""var_000180""]"
ref_001042,ord_008557,2024-12-01T12:00:00,52.00,not_as_described,"[""var_000106""]"
ref_001043,ord_008592,2024-12-03T12:00:00,125.00,changed_mind,"[""var_000155""]"
ref_001044,ord_008599,2024-12-05T12:00:00,45.83,size_too_large,"[""var_000256""]"
ref_001045,ord_008624,2024-11-24T12:00:00,40.00,damaged_in_transit,"[""var_000065""]"
ref_001046,ord_008625,2024-11-24T12:00:00,120.83,changed_mind,"[""var_000199""]"
ref_001047,ord_008633,2024-11-23T12:00:00,48.00,quality_issue,"[""var_000186""]"
ref_001048,ord_008654,2024-11-20T12:00:00,48.00,damaged_in_transit,"[""var_000146""]"
ref_001049,ord_008659,2024-12-03T12:00:00,52.00,quality_issue,"[""var_000259""]"
ref_001050,ord_008661,2024-11-21T12:00:00,195.00,size_too_large,"[""var_000055""]"
ref_001051,ord_008663,2024-11-17T12:00:00,162.50,size_too_large,"[""var_000050""]"
ref_001052,ord_008674,2024-11-29T12:00:00,55.00,size_too_large,"[""var_000246""]"
ref_001053,ord_008681,2024-11-16T12:00:00,145.00,changed_mind,"[""var_000137""]"
ref_001054,ord_008684,2024-12-06T12:00:00,51.99,changed_mind,"[""var_000098""]"
ref_001055,ord_008687,2024-11-27T12:00:00,150.00,size_too_small,"[""var_000234""]"
ref_001056,ord_008690,2024-12-05T12:00:00,55.00,changed_mind,"[""var_000245""]"
ref_001057,ord_008705,2024-11-18T12:00:00,48.00,damaged_in_transit,"[""var_000179""]"
ref_001058,ord_008719,2024-11-25T12:00:00,52.00,changed_mind,"[""var_000102""]"
ref_001059,ord_008731,2024-12-06T12:00:00,144.99,not_as_described,"[""var_000204""]"
ref_001060,ord_008737,2024-11-22T12:00:00,43.33,size_too_large,"[""var_000098""]"
ref_001061,ord_008750,2024-11-27T12:00:00,48.00,changed_mind,"[""var_000071""]"
ref_001062,ord_008756,2024-12-01T12:00:00,120.83,damaged_in_transit,"[""var_000199""]"
ref_001063,ord_008757,2024-12-06T12:00:00,55.00,changed_mind,"[""var_000122""]"
ref_001064,ord_008773,2024-12-04T12:00:00,170.00,quality_issue,"[""var_000116""]"
ref_001065,ord_008798,2024-11-19T12:00:00,195.00,size_too_large,"[""var_000051""]"
ref_001066,ord_008806,2024-11-19T12:00:00,195.00,size_too_small,"[""var_000048""]"
ref_001067,ord_008807,2024-12-04T12:00:00,137.50,size_too_small,"[""var_000220""]"
ref_001068,ord_008810,2024-11-25T12:00:00,45.83,changed_mind,"[""var_000129""]"
ref_001069,ord_008821,2024-11-23T12:00:00,55.00,changed_mind,"[""var_000134""]"
ref_001070,ord_008823,2024-12-08T12:00:00,225.00,quality_issue,"[""var_000279""]"
ref_001071,ord_008826,2024-11-29T12:00:00,210.00,size_too_large,"[""var_000267""]"
ref_001072,ord_008832,2024-11-23T12:00:00,165.00,changed_mind,"[""var_000230""]"
ref_001073,ord_008838,2024-11-18T12:00:00,50.00,changed_mind,"[""var_000006""]"
ref_001074,ord_008847,2024-11-24T12:00:00,195.00,size_too_large,"[""var_000045""]"
ref_001075,ord_008849,2024-11-20T12:00:00,55.00,quality_issue,"[""var_000123""]"
ref_001076,ord_008854,2024-11-21T12:00:00,42.00,quality_issue,"[""var_000120""]"
ref_001077,ord_008856,2024-12-01T12:00:00,170.01,size_too_small,"[""var_000112""]"
ref_001078,ord_008906,2024-12-07T12:00:00,45.83,not_as_described,"[""var_000123""]"
ref_001079,ord_008914,2024-12-09T12:00:00,41.67,size_too_small,"[""var_000010""]"
ref_001080,ord_008920,2024-12-06T12:00:00,48.00,not_as_described,"[""var_000185""]"
ref_001081,ord_008923,2024-11-21T12:00:00,210.00,size_too_large,"[""var_000270""]"
ref_001082,ord_008938,2024-12-01T12:00:00,195.00,size_too_large,"[""var_000049""]"
ref_001083,ord_008942,2024-11-25T12:00:00,52.00,changed_mind,"[""var_000104""]"
ref_001084,ord_008945,2024-12-10T12:00:00,37.50,not_as_described,"[""var_000043""]"
ref_001085,ord_008946,2024-11-21T12:00:00,52.00,damaged_in_transit,"[""var_000257""]"
ref_001086,ord_008947,2024-12-09T12:00:00,43.33,not_as_described,"[""var_000159""]"
ref_001087,ord_008948,2024-12-10T12:00:00,170.00,damaged_in_transit,"[""var_000113""]"
ref_001088,ord_008955,2024-11-21T12:00:00,55.00,not_as_described,"[""var_000256""]"
ref_001089,ord_008964,2024-11-25T12:00:00,195.00,size_too_large,"[""var_000046""]"
ref_001090,ord_008977,2024-11-22T12:00:00,144.99,not_as_described,"[""var_000198""]"
ref_001091,ord_008980,2024-12-07T12:00:00,55.00,changed_mind,"[""var_000248""]"
ref_001092,ord_008990,2024-12-12T12:00:00,145.00,damaged_in_transit,"[""var_000143""]"
ref_001093,ord_008994,2024-12-07T12:00:00,45.83,size_too_small,"[""var_000251""]"
ref_001094,ord_008997,2024-11-20T12:00:00,58.00,quality_issue,"[""var_000187""]"
ref_001095,ord_009000,2024-12-09T12:00:00,45.83,size_too_large,"[""var_000135""]"
ref_001096,ord_009003,2024-12-10T12:00:00,162.50,size_too_small,"[""var_000051""]"
ref_001097,ord_009015,2024-12-09T12:00:00,145.00,changed_mind,"[""var_000203""]"
ref_001098,ord_009017,2024-12-10T12:00:00,52.00,quality_issue,"[""var_000103""]"
ref_001099,ord_009025,2024-11-26T12:00:00,165.00,size_too_small,"[""var_000230""]"
ref_001100,ord_009036,2024-12-02T12:00:00,52.00,changed_mind,"[""var_000173""]"
ref_001101,ord_009045,2024-12-07T12:00:00,195.00,size_too_small,"[""var_000052""]"
ref_001102,ord_009064,2024-12-10T12:00:00,137.50,not_as_described,"[""var_000220""]"
ref_001103,ord_009071,2024-12-04T12:00:00,52.00,changed_mind,"[""var_000164""]"
ref_001104,ord_009101,2024-12-06T12:00:00,175.00,size_too_large,"[""var_000272""]"
ref_001105,ord_009105,2024-12-13T12:00:00,55.00,changed_mind,"[""var_000124""]"
ref_001106,ord_009107,2024-12-10T12:00:00,55.00,quality_issue,"[""var_000123""]"
ref_001107,ord_009125,2024-12-06T12:00:00,48.00,not_as_described,"[""var_000065""]"
ref_001108,ord_009134,2024-11-23T12:00:00,145.00,quality_issue,"[""var_000202""]"
ref_001109,ord_009149,2024-12-01T12:00:00,50.00,size_too_small,"[""var_000015""]"
ref_001110,ord_009164,2024-11-22T12:00:00,52.00,not_as_described,"[""var_000168""]"
ref_001111,ord_009179,2024-12-09T12:00:00,175.00,damaged_in_transit,"[""var_000300""]"
ref_001112,ord_009182,2024-12-01T12:00:00,175.00,size_too_large,"[""var_000260""]"
ref_001113,ord_009183,2024-11-29T12:00:00,145.00,changed_mind,"[""var_000203""]"
ref_001114,ord_009185,2024-11-26T12:00:00,50.00,not_as_described,"[""var_000315""]"
ref_001115,ord_009199,2024-11-25T12:00:00,175.00,size_too_large,"[""var_000303""]"
ref_001116,ord_009212,2024-11-27T12:00:00,175.00,changed_mind,"[""var_000294""]"
ref_001117,ord_009223,2024-11-30T12:00:00,195.00,size_too_small,"[""var_000046""]"
ref_001118,ord_009230,2024-11-30T12:00:00,48.00,not_as_described,"[""var_000070""]"
ref_001119,ord_009241,2024-12-14T12:00:00,125.00,changed_mind,"[""var_000151""]"
ref_001120,ord_009249,2024-12-03T12:00:00,55.00,quality_issue,"[""var_000243""]"
ref_001121,ord_009253,2024-11-28T12:00:00,48.00,quality_issue,"[""var_000070""]"
ref_001122,ord_009258,2024-11-26T12:00:00,55.00,damaged_in_transit,"[""var_000253""]"
ref_001123,ord_009262,2024-12-06T12:00:00,42.00,changed_mind,"[""var_000118""]"
ref_001124,ord_009273,2024-12-13T12:00:00,48.33,changed_mind,"[""var_000195""]"
ref_001125,ord_009275,2024-11-25T12:00:00,50.00,quality_issue,"[""var_000318""]"
ref_001126,ord_009277,2024-12-11T12:00:00,210.00,size_too_small,"[""var_000269""]"
ref_001127,ord_009283,2024-12-03T12:00:00,48.00,not_as_described,"[""var_000178""]"
ref_001128,ord_009285,2024-11-23T12:00:00,52.00,quality_issue,"[""var_000162""]"
ref_001129,ord_009294,2024-11-29T12:00:00,129.17,size_too_small,"[""var_000016""]"
ref_001130,ord_009314,2024-11-25T12:00:00,195.00,size_too_small,"[""var_000054""]"
ref_001131,ord_009316,2024-11-23T12:00:00,41.67,changed_mind,"[""var_000009""]"
ref_001132,ord_009326,2024-11-22T12:00:00,195.00,size_too_small,"[""var_000050""]"
ref_001133,ord_009350,2024-12-13T12:00:00,55.00,damaged_in_transit,"[""var_000132""]"
ref_001134,ord_009364,2024-11-30T12:00:00,165.00,changed_mind,"[""var_000226""]"
ref_001135,ord_009374,2024-11-25T12:00:00,129.17,changed_mind,"[""var_000305""]"
ref_001136,ord_009396,2024-11-23T12:00:00,145.00,size_too_small,"[""var_000200""]"
ref_001137,ord_009403,2024-12-13T12:00:00,48.00,damaged_in_transit,"[""var_000059""]"
ref_001138,ord_009409,2024-11-28T12:00:00,48.00,not_as_described,"[""var_000065""]"
ref_001139,ord_009426,2024-11-28T12:00:00,52.00,size_too_large,"[""var_000107""]"
ref_001140,ord_009434,2024-11-26T12:00:00,50.00,damaged_in_transit,"[""var_000010""]"
ref_001141,ord_009452,2024-12-04T12:00:00,50.00,damaged_in_transit,"[""var_000010""]"
ref_001142,ord_009459,2024-12-04T12:00:00,165.00,damaged_in_transit,"[""var_000220""]"
ref_001143,ord_009466,2024-12-07T12:00:00,40.00,changed_mind,"[""var_000059""]"
ref_001144,ord_009469,2024-12-07T12:00:00,48.00,size_too_large,"[""var_000178""]"
ref_001145,ord_009475,2024-12-09T12:00:00,125.00,size_too_small,"[""var_000150""]"
ref_001146,ord_009482,2024-12-02T12:00:00,162.50,size_too_small,"[""var_000051""]"
ref_001147,ord_009484,2024-12-08T12:00:00,43.33,size_too_large,"[""var_000103""]"
ref_001148,ord_009485,2024-12-09T12:00:00,52.00,quality_issue,"[""var_000169""]"
ref_001149,ord_009500,2024-11-28T12:00:00,210.00,size_too_small,"[""var_000264""]"
ref_001150,ord_009513,2024-12-11T12:00:00,52.00,changed_mind,"[""var_000103""]"
ref_001151,ord_009543,2024-12-15T12:00:00,55.00,damaged_in_transit,"[""var_000256""]"
ref_001152,ord_009548,2024-12-06T12:00:00,40.00,damaged_in_transit,"[""var_000064""]"
ref_001153,ord_009549,2024-11-25T12:00:00,295.00,damaged_in_transit,"[""var_000287""]"
ref_001154,ord_009577,2024-12-03T12:00:00,50.00,size_too_small,"[""var_000003""]"
ref_001155,ord_009590,2024-12-03T12:00:00,55.00,quality_issue,"[""var_000254""]"
ref_001156,ord_009601,2024-12-12T12:00:00,52.00,damaged_in_transit,"[""var_000258""]"
ref_001157,ord_009613,2024-12-10T12:00:00,52.00,damaged_in_transit,"[""var_000169""]"
ref_001158,ord_009614,2024-12-07T12:00:00,210.00,size_too_small,"[""var_000265""]"
ref_001159,ord_009618,2024-12-03T12:00:00,55.00,not_as_described,"[""var_000253""]"
ref_001160,ord_009629,2024-11-28T12:00:00,195.00,size_too_small,"[""var_000054""]"
ref_001161,ord_009662,2024-12-15T12:00:00,50.00,changed_mind,"[""var_000317""]"
ref_001162,ord_009682,2024-11-29T12:00:00,55.00,changed_mind,"[""var_000121""]"
ref_001163,ord_009716,2024-12-16T12:00:00,41.67,changed_mind,"[""var_000322""]"
ref_001164,ord_009720,2024-12-03T12:00:00,210.00,size_too_small,"[""var_000263""]"
ref_001165,ord_009723,2024-12-08T12:00:00,125.00,damaged_in_transit,"[""var_000153""]"
ref_001166,ord_009736,2024-12-02T12:00:00,43.33,changed_mind,"[""var_000101""]"
ref_001167,ord_009737,2024-12-18T12:00:00,48.00,changed_mind,"[""var_000178""]"
ref_001168,ord_009738,2024-12-03T12:00:00,162.50,size_too_large,"[""var_000053""]"
ref_001169,ord_009739,2024-12-12T12:00:00,120.83,not_as_described,"[""var_000206""]"
ref_001170,ord_009753,2024-12-14T12:00:00,55.00,damaged_in_transit,"[""var_000249""]"
ref_001171,ord_009758,2024-11-30T12:00:00,58.00,damaged_in_transit,"[""var_000196""]"
ref_001172,ord_009759,2024-11-28T12:00:00,52.00,size_too_small,"[""var_000099""]"
ref_001173,ord_009760,2024-12-17T12:00:00,45.83,changed_mind,"[""var_000121""]"
ref_001174,ord_009765,2024-12-19T12:00:00,137.50,size_too_large,"[""var_000219""]"
ref_001175,ord_009766,2024-12-15T12:00:00,50.00,size_too_large,"[""var_000318""]"
ref_001176,ord_009768,2024-12-11T12:00:00,155.00,not_as_described,"[""var_000019""]"
ref_001177,ord_009772,2024-12-17T12:00:00,48.00,quality_issue,"[""var_000146""]"
ref_001178,ord_009784,2024-12-14T12:00:00,187.50,changed_mind,"[""var_000279""]"
ref_001179,ord_009785,2024-12-04T12:00:00,50.00,changed_mind,"[""var_000320""]"
ref_001180,ord_009791,2024-12-03T12:00:00,140.00,size_too_large,"[""var_000090""]"
ref_001181,ord_009798,2024-12-19T12:00:00,52.00,changed_mind,"[""var_000165""]"
ref_001182,ord_009801,2024-12-07T12:00:00,55.00,changed_mind,"[""var_000242""]"
ref_001183,ord_009825,2024-12-14T12:00:00,150.00,not_as_described,"[""var_000150""]"
ref_001184,ord_009833,2024-12-06T12:00:00,195.00,size_too_large,"[""var_000055""]"
ref_001185,ord_009844,2024-12-19T12:00:00,116.67,size_too_small,"[""var_000089""]"
ref_001186,ord_009854,2024-12-12T12:00:00,45.00,not_as_described,"[""var_000042""]"
ref_001187,ord_009856,2024-12-01T12:00:00,50.00,changed_mind,"[""var_000320""]"
ref_001188,ord_009859,2024-12-19T12:00:00,43.33,size_too_large,"[""var_000098""]"
ref_001189,ord_009868,2024-12-04T12:00:00,210.00,size_too_small,"[""var_000273""]"
ref_001190,ord_009879,2024-12-05T12:00:00,210.00,size_too_small,"[""var_000270""]"
ref_001191,ord_009880,2024-12-08T12:00:00,175.00,not_as_described,"[""var_000300""]"
ref_001192,ord_009881,2024-11-30T12:00:00,155.00,changed_mind,"[""var_000016""]"
ref_001193,ord_009884,2024-12-02T12:00:00,294.99,changed_mind,"[""var_000284""]"
ref_001194,ord_009900,2024-12-13T12:00:00,48.00,changed_mind,"[""var_000179""]"
ref_001195,ord_009917,2024-12-09T12:00:00,52.00,changed_mind,"[""var_000101""]"
ref_001196,ord_009920,2024-11-29T12:00:00,40.00,changed_mind,"[""var_000072""]"
ref_001197,ord_009940,2024-12-06T12:00:00,195.00,size_too_small,"[""var_000049""]"
ref_001198,ord_009941,2024-12-11T12:00:00,48.00,size_too_small,"[""var_000064""]"
ref_001199,ord_009945,2024-11-30T12:00:00,155.00,damaged_in_transit,"[""var_000021""]"
ref_001200,ord_009948,2024-12-16T12:00:00,140.00,changed_mind,"[""var_000095""]"
ref_001201,ord_009949,2024-12-18T12:00:00,55.00,not_as_described,"[""var_000243""]"
ref_001202,ord_009960,2024-12-17T12:00:00,145.00,size_too_large,"[""var_000201""]"
ref_001203,ord_009988,2024-12-21T12:00:00,55.00,not_as_described,"[""var_000249""]"
ref_001204,ord_009989,2024-12-19T12:00:00,130.00,damaged_in_transit,"[""var_000208""]"
ref_001205,ord_009995,2024-12-09T12:00:00,187.50,size_too_small,"[""var_000281""]"
ref_001206,ord_009998,2024-11-30T12:00:00,52.00,quality_issue,"[""var_000105""]"
ref_001207,ord_010009,2024-12-16T12:00:00,42.00,size_too_small,"[""var_000118""]"
ref_001208,ord_010013,2024-12-02T12:00:00,155.01,damaged_in_transit,"[""var_000029""]"
ref_001209,ord_010024,2024-12-09T12:00:00,129.17,not_as_described,"[""var_000016""]"
ref_001210,ord_010035,2024-12-02T12:00:00,145.00,damaged_in_transit,"[""var_000197""]"
ref_001211,ord_010038,2024-12-22T12:00:00,55.00,size_too_small,"[""var_000126""]"
ref_001212,ord_010039,2024-12-22T12:00:00,48.00,changed_mind,"[""var_000179""]"
ref_001213,ord_010046,2024-12-01T12:00:00,54.99,size_too_small,"[""var_000134""]"
ref_001214,ord_010059,2024-12-23T12:00:00,48.00,not_as_described,"[""var_000147""]"
ref_001215,ord_010068,2024-12-21T12:00:00,160.00,size_too_small,"[""var_000083""]"
ref_001216,ord_010089,2024-12-04T12:00:00,195.00,size_too_small,"[""var_000052""]"
ref_001217,ord_010092,2024-12-19T12:00:00,175.00,size_too_small,"[""var_000260""]"
ref_001218,ord_010093,2024-12-22T12:00:00,195.00,size_too_large,"[""var_000048""]"
ref_001219,ord_010108,2024-12-20T12:00:00,155.00,quality_issue,"[""var_000030""]"
ref_001220,ord_010114,2024-12-24T12:00:00,52.00,size_too_small,"[""var_000165""]"
ref_001221,ord_010121,2024-12-22T12:00:00,40.00,size_too_large,"[""var_000065""]"
ref_001222,ord_010170,2024-12-03T12:00:00,41.67,size_too_small,"[""var_000006""]"
ref_001223,ord_010175,2024-12-02T12:00:00,150.00,changed_mind,"[""var_000154""]"
ref_001224,ord_010183,2024-12-24T12:00:00,150.00,not_as_described,"[""var_000149""]"
ref_001225,ord_010184,2024-12-23T12:00:00,175.00,quality_issue,"[""var_000302""]"
ref_001226,ord_010185,2024-12-19T12:00:00,48.00,size_too_small,"[""var_000059""]"
ref_001227,ord_010186,2024-12-07T12:00:00,58.00,quality_issue,"[""var_000194""]"
ref_001228,ord_010197,2024-12-03T12:00:00,48.00,not_as_described,"[""var_000072""]"
ref_001229,ord_010198,2024-12-21T12:00:00,52.00,damaged_in_transit,"[""var_000168""]"
ref_001230,ord_010199,2024-12-12T12:00:00,45.00,size_too_large,"[""var_000043""]"
ref_001231,ord_010201,2024-12-16T12:00:00,58.00,size_too_small,"[""var_000189""]"
ref_001232,ord_010202,2024-12-24T12:00:00,175.00,size_too_large,"[""var_000269""]"
ref_001233,ord_010218,2024-12-04T12:00:00,120.83,damaged_in_transit,"[""var_000139""]"
ref_001234,ord_010225,2024-12-06T12:00:00,50.00,size_too_large,"[""var_000321""]"
ref_001235,ord_010227,2024-12-06T12:00:00,40.00,size_too_small,"[""var_000184""]"
ref_001236,ord_010234,2024-12-05T12:00:00,155.00,not_as_described,"[""var_000307""]"
