ticket_id,customer_id,created_at,channel,status,priority,category,subject,related_order_id,related_product_id,first_response_at,resolved_at,resolution_time_minutes,satisfaction_rating,resolved_by
tkt_00272,cust_017216,2026-01-21T13:19:01,chat,resolved,normal,discount_code,Can I get a code?,ord_040479,prod_00016,2026-01-21T10:04:00,2026-01-21T10:16:00,16,1,bot
tkt_00273,cust_017044,2026-01-20T16:46:11,chat,resolved,high,order_status,Order hasn't arrived,ord_040360,prod_00011,2026-01-20T12:46:00,2026-01-20T23:02:00,782,4,human
tkt_00274,cust_009448,2025-10-29T11:31:24,email,resolved,normal,order_status,Order hasn't arrived,ord_031974,prod_00040,2025-10-29T10:53:00,2025-10-29T17:58:00,478,,human
tkt_00275,cust_006006,2025-08-06T12:48:07,email,resolved,normal,sizing_fit,Is the Open Knit Hoodie true to size?,ord_026146,prod_00038,2025-08-06T13:12:00,2025-08-06T22:34:00,754,4,human
tkt_00276,cust_006899,2025-11-04T11:21:41,instagram_dm,resolved,low,order_status,Order hasn't arrived,ord_031773,prod_00035,2025-11-04T13:04:00,2025-11-04T11:30:00,90,2,human
tkt_00277,cust_004891,2024-10-24T17:21:48,chat,resolved,normal,discount_code,Applied wrong code,ord_007200,prod_00009,2024-10-24T13:13:00,2024-10-24T23:17:00,857,,human
tkt_00278,cust_013627,2025-08-13T10:15:06,email,resolved,low,other,General enquiry,ord_026277,prod_00012,2025-08-13T10:02:00,2025-08-13T10:13:00,13,4,bot
tkt_00279,cust_002820,2024-08-25T18:30:59,email,resolved,normal,order_status,Order hasn't arrived,ord_003529,prod_00019,2024-08-25T13:22:00,2024-08-25T15:39:00,339,,human
tkt_00280,cust_021519,2026-05-08T08:01:30,email,resolved,low,discount_code,Code expired before I could use it,ord_047354,prod_00026,2026-05-08T12:29:00,2026-05-08T23:05:00,1325,5,human
tkt_00281,cust_011746,2025-05-19T18:59:48,instagram_dm,resolved,normal,product_quality,Stitching coming loose,ord_021610,prod_00026,2025-05-19T10:04:00,2025-05-19T10:14:00,14,4,bot
tkt_00282,cust_018305,2026-03-01T19:56:59,chat,resolved,normal,discount_code,Applied wrong code,ord_042246,prod_00040,2026-03-01T10:02:00,2026-03-01T10:27:00,27,,bot
tkt_00283,cust_000341,2024-06-12T17:51:04,email,resolved,high,other,Collaboration enquiry,ord_000396,prod_00016,2024-06-12T12:24:00,2024-06-12T23:44:00,1004,,human
tkt_00284,cust_001595,2024-07-11T12:01:45,email,resolved,high,returns_exchanges,How do I return?,ord_001898,prod_00018,2024-07-11T10:48:00,2024-07-11T23:42:00,882,,human
tkt_00285,cust_000097,2024-06-05T20:46:36,email,resolved,normal,sizing_fit,Size exchange needed,ord_000110,prod_00009,2024-06-05T12:17:00,2024-06-05T23:02:00,842,,human
tkt_00286,cust_015074,2025-10-12T12:19:38,chat,resolved,high,returns_exchanges,Exchange for different size,ord_030101,prod_00020,2025-10-12T11:35:00,2025-10-12T23:49:00,829,,human
tkt_00287,cust_014043,2026-01-21T15:59:25,chat,resolved,normal,other,Collaboration enquiry,ord_039850,prod_00010,2026-01-21T12:55:00,2026-01-21T23:46:00,1186,,human
tkt_00288,cust_004605,2024-11-29T15:53:37,email,resolved,high,discount_code,Code expired before I could use it,ord_010692,prod_00018,2024-11-29T11:22:00,2024-11-29T23:24:00,924,,human
tkt_00289,cust_004321,2026-04-03T21:07:04,instagram_dm,resolved,normal,other,Question about your brand,ord_045579,prod_00024,2026-04-03T10:03:00,2026-04-03T10:11:00,11,3,bot
tkt_00290,cust_001104,2024-06-28T08:08:52,chat,resolved,high,drop_restock,Will there be more sizes?,ord_001320,prod_00011,2024-06-28T12:27:00,2024-06-28T14:52:00,292,,human
tkt_00291,cust_010361,2025-03-25T12:03:42,chat,closed,normal,returns_exchanges,Return label not working,ord_018523,prod_00006,2025-03-25T10:55:00,2025-03-25T23:59:00,839,,human
tkt_00292,cust_007053,2026-01-10T18:31:27,email,resolved,normal,sizing_fit,Sizing question about Fleece Hoodie,ord_038854,prod_00022,2026-01-10T11:47:00,2026-01-10T23:52:00,952,,human
tkt_00293,cust_009446,2025-11-02T21:38:42,email,resolved,low,other,Gift wrapping?,ord_032123,prod_00019,2025-11-02T13:11:00,2025-11-02T16:43:00,403,3,human
tkt_00294,cust_013630,2025-08-17T12:28:55,chat,resolved,normal,discount_code,Can I get a code?,ord_026284,prod_00031,2025-08-17T13:54:00,2025-08-17T23:21:00,1161,,human
tkt_00295,cust_017463,2025-12-22T20:05:39,chat,resolved,low,sizing_fit,Sizing question about Womens Fitted Tee,ord_037421,prod_00051,2025-12-22T10:02:00,2025-12-22T10:19:00,19,1,bot
tkt_00296,cust_001342,2025-03-11T09:12:28,chat,resolved,normal,product_quality,Print peeling,ord_017067,prod_00018,2025-03-11T11:07:00,2025-03-11T14:48:00,288,5,human
tkt_00297,cust_013666,2025-11-23T08:55:05,email,resolved,normal,order_status,Order hasn't arrived,ord_033139,prod_00013,2025-11-23T10:03:00,2025-11-23T10:26:00,26,,bot
tkt_00298,cust_016897,2025-12-09T14:49:27,email,resolved,normal,order_status,Order hasn't arrived,ord_035107,prod_00031,2025-12-09T10:01:00,2025-12-09T10:19:00,19,,bot
tkt_00299,cust_000566,2024-06-17T16:57:25,chat,resolved,high,other,Question about your brand,ord_000683,prod_00019,2024-06-17T10:48:00,2024-06-17T23:57:00,1437,,human
tkt_00300,cust_001273,2024-08-11T12:15:59,email,resolved,low,returns_exchanges,How do I return?,ord_003079,prod_00014,2024-08-11T10:03:00,2024-08-11T10:27:00,27,,bot
tkt_00301,cust_010125,2025-11-30T14:42:13,email,resolved,low,order_status,Where's my order?,ord_033959,prod_00022,2025-11-30T13:27:00,2025-11-30T23:02:00,1322,2,human
tkt_00302,cust_014665,2025-11-06T13:01:45,email,resolved,low,product_quality,Print peeling,ord_032675,prod_00018,2025-11-06T10:01:00,2025-11-06T10:08:00,8,,bot
tkt_00303,cust_007245,2025-03-09T18:14:18,email,resolved,normal,order_status,Tracking not updating,ord_017639,prod_00033,2025-03-09T10:04:00,2025-03-09T10:11:00,11,,bot
tkt_00304,cust_003341,2024-09-12T20:46:38,email,resolved,low,order_status,Order hasn't arrived,ord_004485,prod_00008,2024-09-12T10:33:00,2024-09-12T23:07:00,1207,3,human
tkt_00305,cust_001815,2025-10-04T20:26:52,email,resolved,normal,order_status,No delivery update for Track Hoodie,ord_030373,prod_00015,2025-10-04T12:07:00,2025-10-04T23:21:00,981,,human
tkt_00306,cust_002333,2024-07-27T09:20:06,email,resolved,low,product_quality,Issue with Linen Blend Tee quality,ord_002775,prod_00019,2024-07-27T10:02:00,2024-07-27T10:23:00,23,2,bot
tkt_00307,cust_011135,2025-04-28T18:33:03,chat,resolved,normal,order_status,No delivery update for Linen Blend Tee,ord_020288,prod_00019,2025-04-28T11:49:00,2025-04-28T23:54:00,894,2,human
tkt_00308,cust_007832,2025-10-25T10:57:25,chat,resolved,low,drop_restock,Next drop date?,ord_031718,prod_00012,2025-10-25T13:46:00,2025-10-25T13:13:00,193,,human
tkt_00309,cust_013835,2025-08-27T19:48:35,email,resolved,high,discount_code,Discount code not working,ord_026857,prod_00016,2025-08-27T11:37:00,2025-08-27T23:53:00,833,,human
tkt_00310,cust_005488,2025-08-26T20:53:52,email,resolved,normal,order_status,Order hasn't arrived,ord_027320,prod_00038,2025-08-26T12:21:00,2025-08-26T23:42:00,1362,,human
tkt_00311,cust_005049,2024-10-29T09:42:33,email,resolved,low,order_status,No delivery update for Heavyweight Hoodie,ord_007505,prod_00010,2024-10-29T12:57:00,2024-10-29T23:16:00,1156,2,human
tkt_00312,cust_006111,2026-05-02T19:23:11,instagram_dm,resolved,normal,order_status,Order hasn't arrived,ord_046979,prod_00056,2026-05-02T13:29:00,2026-05-02T23:12:00,1392,4,human
tkt_00313,cust_001221,2024-07-01T15:01:34,chat,resolved,normal,returns_exchanges,How do I return?,ord_001456,prod_00018,2024-07-01T13:20:00,2024-07-01T14:26:00,266,,human
tkt_00314,cust_009287,2025-02-15T15:10:26,chat,resolved,high,product_quality,Print peeling,ord_016024,prod_00012,2025-02-15T11:08:00,2025-02-15T16:46:00,406,,human
tkt_00315,cust_002452,2025-06-23T10:59:26,chat,resolved,high,other,Question about your brand,ord_023930,prod_00010,2025-06-23T12:40:00,2025-06-23T12:45:00,165,4,human
tkt_00316,cust_014543,2026-01-06T15:50:08,email,resolved,high,discount_code,Applied wrong code,ord_038293,prod_00018,2026-01-06T10:49:00,2026-01-06T12:46:00,166,,human
tkt_00317,cust_008413,2025-01-20T10:09:40,email,resolved,normal,other,Gift wrapping?,ord_014049,prod_00012,2025-01-20T11:17:00,2025-01-20T17:56:00,476,,human
tkt_00318,cust_000099,2024-06-28T14:05:35,email,resolved,high,order_status,Order hasn't arrived,ord_001078,prod_00019,2024-06-28T10:04:00,2024-06-28T10:14:00,14,,bot
tkt_00319,cust_009473,2026-05-08T17:21:04,email,resolved,normal,drop_restock,Will there be more sizes?,ord_047544,prod_00040,2026-05-08T11:44:00,2026-05-08T23:59:00,1139,,human
tkt_00320,cust_011093,2025-04-24T21:28:16,email,resolved,high,returns_exchanges,Want to return Linen Blend Tee,ord_020208,prod_00019,2025-04-24T13:53:00,2025-04-24T23:25:00,1045,2,human
tkt_00321,cust_019905,2026-03-05T21:05:27,email,resolved,normal,drop_restock,Next drop date?,ord_043051,prod_00006,2026-03-05T10:04:00,2026-03-05T10:23:00,23,,bot
tkt_00322,cust_007216,2024-12-31T10:21:06,chat,resolved,normal,order_status,Tracking not updating,ord_013162,prod_00020,2024-12-31T12:36:00,2024-12-31T14:08:00,248,,human
tkt_00323,cust_019394,2026-02-11T17:45:34,email,resolved,normal,order_status,Where's my order?,ord_041715,prod_00029,2026-02-11T13:30:00,2026-02-11T23:36:00,1236,,human
tkt_00324,cust_019624,2026-03-01T11:27:13,instagram_dm,resolved,normal,discount_code,Can I get a code?,ord_042295,prod_00051,2026-03-01T10:03:00,2026-03-01T10:10:00,10,,bot
tkt_00325,cust_008123,2025-01-01T14:17:07,chat,resolved,normal,order_status,Order hasn't arrived,ord_013365,prod_00009,2025-01-01T11:40:00,2025-01-01T23:50:00,1130,5,human
tkt_00326,cust_019336,2026-02-13T10:54:33,chat,resolved,low,returns_exchanges,Want to return Essential Tee,ord_041963,prod_00001,2026-02-13T10:03:00,2026-02-13T10:08:00,8,4,bot
tkt_00327,cust_004352,2025-04-29T08:42:05,chat,resolved,low,other,General enquiry,ord_020606,prod_00032,2025-04-29T10:01:00,2025-04-29T10:27:00,27,,bot
tkt_00328,cust_003880,2024-09-14T09:36:17,instagram_dm,resolved,normal,order_status,Order hasn't arrived,ord_005374,prod_00018,2024-09-14T10:01:00,2024-09-14T10:24:00,24,,bot
tkt_00329,cust_010749,2025-04-16T18:00:07,chat,resolved,normal,sizing_fit,Washed Logo Tee doesn't fit right,ord_019425,prod_00016,2025-04-16T12:59:00,2025-04-16T23:25:00,925,,human
tkt_00330,cust_009895,2025-08-26T15:57:32,email,resolved,normal,drop_restock,Restock notification,ord_026928,prod_00002,2025-08-26T12:45:00,2025-08-26T21:21:00,681,,human
tkt_00331,cust_010483,2025-07-10T16:26:05,instagram_dm,resolved,normal,drop_restock,When will Heavyweight Hoodie restock?,ord_024469,prod_00010,2025-07-10T10:03:00,2025-07-10T10:20:00,20,,bot
tkt_00332,cust_006337,2024-11-27T08:28:18,email,resolved,normal,discount_code,Discount code not working,ord_009844,prod_00023,2024-11-27T11:31:00,2024-11-27T12:45:00,165,,human
tkt_00333,cust_010210,2025-03-31T10:17:54,email,resolved,low,sizing_fit,Track Hoodie doesn't fit right,ord_018171,prod_00015,2025-03-31T10:02:00,2025-03-31T10:14:00,14,,bot
tkt_00334,cust_000585,2025-09-18T17:43:44,chat,resolved,low,drop_restock,Next drop date?,ord_028460,prod_00035,2025-09-18T11:10:00,2025-09-18T22:07:00,727,5,human
tkt_00335,cust_010871,2025-04-18T20:06:55,chat,resolved,high,discount_code,Code expired before I could use it,ord_019730,prod_00006,2025-04-18T10:01:00,2025-04-18T10:05:00,5,,bot
tkt_00336,cust_006543,2025-03-12T20:51:48,chat,resolved,low,drop_restock,Next drop date?,ord_017039,prod_00024,2025-03-12T10:03:00,2025-03-12T10:26:00,26,,bot
tkt_00337,cust_015409,2025-10-14T09:54:13,email,resolved,normal,returns_exchanges,Want to return Varsity Tee,ord_031044,prod_00024,2025-10-14T10:02:00,2025-10-14T10:09:00,9,,bot
tkt_00338,cust_000860,2024-06-22T17:53:59,instagram_dm,resolved,high,order_status,No delivery update for Washed Logo Tee,ord_001177,prod_00016,2024-06-22T10:01:00,2024-06-22T10:15:00,15,,bot
tkt_00339,cust_018087,2026-03-02T12:08:11,email,resolved,normal,order_status,Order hasn't arrived,ord_042702,prod_00007,2026-03-02T12:03:00,2026-03-02T23:17:00,1397,,human
tkt_00340,cust_001247,2025-12-17T12:00:36,email,resolved,normal,sizing_fit,Pigment Dyed Tee doesn't fit right,ord_037256,prod_00040,2025-12-17T13:32:00,2025-12-17T23:10:00,1210,,human
tkt_00341,cust_016771,2025-12-08T16:28:17,email,resolved,high,returns_exchanges,Want to return Heritage Tee,ord_034765,prod_00012,2025-12-08T11:23:00,2025-12-08T12:34:00,154,3,human
tkt_00342,cust_020013,2026-03-14T15:06:46,chat,resolved,high,returns_exchanges,How do I return?,ord_043648,prod_00055,2026-03-14T10:03:00,2026-03-14T10:23:00,23,3,bot
tkt_00343,cust_001974,2024-09-05T15:23:52,chat,closed,normal,drop_restock,Restock notification,ord_004220,prod_00003,2024-09-05T10:01:00,2024-09-05T10:14:00,14,,bot
tkt_00344,cust_020486,2026-03-27T10:31:55,chat,resolved,high,discount_code,Applied wrong code,ord_044618,prod_00043,2026-03-27T10:04:00,2026-03-27T10:10:00,10,,bot
tkt_00345,cust_009287,2026-05-09T20:35:18,email,resolved,normal,returns_exchanges,Want to return Essential Relaxed Tee,ord_047390,prod_00046,2026-05-09T13:41:00,2026-05-09T17:59:00,479,,human
tkt_00346,cust_020227,2026-03-08T09:41:29,email,closed,normal,order_status,Where's my order?,ord_043840,prod_00033,2026-03-08T12:31:00,2026-03-08T23:16:00,1276,,human
tkt_00347,cust_001965,2024-07-24T13:53:31,instagram_dm,resolved,high,order_status,Order hasn't arrived,ord_002332,prod_00001,2024-07-24T10:01:00,2024-07-24T10:16:00,16,,bot
tkt_00348,cust_013133,2025-07-22T16:57:08,instagram_dm,resolved,normal,drop_restock,Next drop date?,ord_025019,prod_00024,2025-07-22T12:59:00,2025-07-22T12:12:00,132,,human
tkt_00349,cust_010558,2025-04-02T15:09:07,chat,resolved,low,sizing_fit,Heritage Tee doesn't fit right,ord_019000,prod_00012,2025-04-02T12:18:00,2025-04-02T23:50:00,830,4,human
tkt_00350,cust_011811,2025-05-30T17:44:18,chat,resolved,low,order_status,No delivery update for Cropped Sweatpants,ord_021750,prod_00034,2025-05-30T13:30:00,2025-05-30T17:49:00,469,,human
tkt_00351,cust_017143,2025-12-09T09:39:07,chat,resolved,normal,discount_code,Code expired before I could use it,ord_035716,prod_00020,2025-12-09T10:44:00,2025-12-09T14:03:00,243,,human
tkt_00352,cust_006722,2025-01-06T15:02:06,email,resolved,high,returns_exchanges,Return label not working,ord_013392,prod_00026,2025-01-06T10:02:00,2025-01-06T10:20:00,20,3,bot
tkt_00353,cust_008083,2025-01-10T20:35:28,email,resolved,low,returns_exchanges,Return label not working,ord_013274,prod_00018,2025-01-10T11:36:00,2025-01-10T20:01:00,601,,human
tkt_00354,cust_016609,2026-01-02T14:03:09,chat,resolved,normal,sizing_fit,Size exchange needed,ord_038217,prod_00028,2026-01-02T10:04:00,2026-01-02T10:12:00,12,,bot
tkt_00355,cust_004106,2024-12-07T11:35:31,email,resolved,low,product_quality,Issue with Essential Tee quality,ord_010317,prod_00001,2024-12-07T12:59:00,2024-12-07T23:53:00,953,5,human
tkt_00356,cust_000546,2025-07-09T14:58:23,email,resolved,low,discount_code,Can I get a code?,ord_024378,prod_00036,2025-07-09T11:41:00,2025-07-09T23:05:00,845,3,human
tkt_00357,cust_002187,2024-08-01T09:03:21,email,resolved,normal,returns_exchanges,How do I return?,ord_002595,prod_00012,2024-08-01T10:03:00,2024-08-01T10:16:00,16,,bot
tkt_00358,cust_003548,2024-09-11T15:23:21,email,resolved,normal,order_status,No delivery update for Washed Logo Tee,ord_004823,prod_00016,2024-09-11T13:47:00,2024-09-11T11:21:00,81,,human
tkt_00359,cust_003653,2024-09-16T12:18:11,chat,resolved,low,returns_exchanges,Return label not working,ord_004994,prod_00009,2024-09-16T10:41:00,2024-09-16T22:36:00,756,2,human
tkt_00360,cust_003082,2025-06-27T21:21:18,instagram_dm,resolved,low,discount_code,Discount code not working,ord_023616,prod_00018,2025-06-27T12:58:00,2025-06-27T21:50:00,710,,human
tkt_00361,cust_016130,2025-11-28T18:22:58,chat,resolved,high,returns_exchanges,Return label not working,ord_034629,prod_00021,2025-11-28T10:04:00,2025-11-28T10:22:00,22,4,bot
tkt_00362,cust_000329,2024-10-08T11:53:54,email,resolved,normal,drop_restock,Next drop date?,ord_006818,prod_00022,2024-10-08T10:01:00,2024-10-08T10:26:00,26,,bot
tkt_00363,cust_005386,2025-11-17T21:50:21,email,resolved,normal,sizing_fit,Washed Logo Tee doesn't fit right,ord_033299,prod_00016,2025-11-17T11:23:00,2025-11-17T14:56:00,296,,human
tkt_00364,cust_016735,2025-12-05T09:49:48,instagram_dm,resolved,normal,drop_restock,When will Slim Sweatpants restock?,ord_034665,prod_00008,2025-12-05T13:06:00,2025-12-05T23:11:00,911,,human
tkt_00365,cust_000196,2024-06-08T13:08:25,instagram_dm,resolved,normal,sizing_fit,Sizing question about Court Trainer,ord_000222,prod_00005,2024-06-08T11:13:00,2024-06-08T23:43:00,943,,human
tkt_00366,cust_022065,2026-05-30T17:22:19,instagram_dm,resolved,normal,sizing_fit,Size exchange needed,ord_048796,prod_00051,2026-05-30T10:01:00,2026-05-30T10:16:00,16,,bot
tkt_00367,cust_011654,2025-07-12T13:17:58,email,resolved,normal,order_status,Where's my order?,ord_024595,prod_00008,2025-07-12T12:56:00,2025-07-12T17:18:00,438,4,human
tkt_00368,cust_021738,2026-05-04T11:41:34,chat,resolved,normal,order_status,Order hasn't arrived,ord_047930,prod_00001,2026-05-04T11:12:00,2026-05-04T17:27:00,447,,human
tkt_00369,cust_014144,2025-09-03T13:05:33,email,resolved,high,discount_code,Discount code not working,ord_027655,prod_00033,2025-09-03T11:09:00,2025-09-03T23:06:00,1086,3,human
tkt_00370,cust_018148,2026-04-09T14:31:55,email,resolved,normal,order_status,No delivery update for Winter Logo Tee,ord_045350,prod_00031,2026-04-09T11:08:00,2026-04-09T23:12:00,792,,human
tkt_00371,cust_000978,2024-07-01T08:15:05,email,resolved,high,discount_code,Code expired before I could use it,ord_001175,prod_00007,2024-07-01T11:15:00,2024-07-01T12:47:00,167,,human
tkt_00372,cust_008470,2025-01-15T10:15:12,email,resolved,high,sizing_fit,Is the Heritage Tee true to size?,ord_014498,prod_00012,2025-01-15T11:10:00,2025-01-15T23:33:00,993,4,human
tkt_00373,cust_014950,2025-09-28T12:32:08,chat,resolved,high,product_quality,Colour faded after wash,ord_029739,prod_00001,2025-09-28T10:52:00,2025-09-28T21:41:00,701,5,human
tkt_00374,cust_006433,2026-03-10T09:26:53,email,resolved,normal,product_quality,Print peeling,ord_043292,prod_00001,2026-03-10T10:02:00,2026-03-10T10:14:00,14,4,bot
tkt_00375,cust_009368,2025-11-29T18:57:02,email,resolved,normal,order_status,No delivery update for Essential Tee,ord_035738,prod_00001,2025-11-29T12:05:00,2025-11-29T23:17:00,1217,,human
tkt_00376,cust_015465,2025-10-18T11:38:31,chat,resolved,low,order_status,Tracking not updating,ord_031217,prod_00001,2025-10-18T11:04:00,2025-10-18T23:07:00,1087,4,human
tkt_00377,cust_021558,2026-05-01T18:25:41,email,resolved,normal,order_status,Order hasn't arrived,ord_047459,prod_00045,2026-05-01T11:57:00,2026-05-01T23:43:00,1123,,human
tkt_00378,cust_001181,2025-05-06T09:10:28,email,closed,low,product_quality,Issue with Puffer Jacket quality,ord_020590,prod_00028,2025-05-06T10:02:00,2025-05-06T10:22:00,22,,bot
tkt_00379,cust_015275,2025-10-09T21:18:17,chat,closed,normal,drop_restock,Will there be more sizes?,ord_030647,prod_00017,2025-10-09T11:10:00,2025-10-09T23:20:00,920,,human
tkt_00380,cust_019096,2026-01-27T19:44:18,email,resolved,high,discount_code,Applied wrong code,ord_040889,prod_00036,2026-01-27T13:37:00,2026-01-27T13:54:00,234,,human
tkt_00381,cust_016257,2026-02-05T21:19:38,instagram_dm,closed,normal,returns_exchanges,Exchange for different size,ord_041138,prod_00024,2026-02-05T10:04:00,2026-02-05T10:13:00,13,,bot
tkt_00382,cust_012043,2025-06-04T14:54:32,email,closed,low,order_status,Where's my order?,ord_022251,prod_00032,2025-06-04T10:04:00,2025-06-04T10:23:00,23,5,bot
tkt_00383,cust_018478,2026-04-19T10:01:19,email,resolved,normal,sizing_fit,Sizing question about Staple Tee,ord_046750,prod_00006,2026-04-19T10:03:00,2026-04-19T10:21:00,21,,bot
tkt_00384,cust_009031,2025-11-09T17:40:24,chat,resolved,normal,other,General enquiry,ord_032229,prod_00004,2025-11-09T10:03:00,2025-11-09T10:25:00,25,,bot
tkt_00385,cust_015379,2025-11-19T08:15:32,chat,resolved,normal,drop_restock,Restock notification,ord_033588,prod_00001,2025-11-19T10:02:00,2025-11-19T10:19:00,19,,bot
tkt_00386,cust_000493,2024-09-17T17:32:11,chat,resolved,normal,returns_exchanges,Return label not working,ord_005200,prod_00024,2024-09-17T12:57:00,2024-09-17T23:32:00,992,,human
tkt_00387,cust_022132,2026-05-25T09:54:46,instagram_dm,resolved,low,sizing_fit,Size exchange needed,ord_048965,prod_00056,2026-05-25T10:01:00,2026-05-25T10:26:00,26,,bot
tkt_00388,cust_015374,2025-10-22T17:53:50,chat,resolved,high,returns_exchanges,How do I return?,ord_031146,prod_00040,2025-10-22T10:03:00,2025-10-22T10:05:00,5,,bot
tkt_00389,cust_000518,2025-08-19T15:22:15,email,resolved,normal,drop_restock,Will there be more sizes?,ord_026522,prod_00024,2025-08-19T11:08:00,2025-08-19T13:17:00,197,,human
tkt_00390,cust_017315,2026-03-30T18:33:32,chat,resolved,normal,discount_code,Code expired before I could use it,ord_045127,prod_00029,2026-03-30T10:03:00,2026-03-30T10:28:00,28,,bot
tkt_00391,cust_010284,2025-04-20T09:24:18,chat,resolved,high,product_quality,Print peeling,ord_019996,prod_00013,2025-04-20T10:03:00,2025-04-20T10:18:00,18,,bot
tkt_00392,cust_002745,2024-08-27T08:30:45,email,resolved,high,order_status,Tracking not updating,ord_003747,prod_00002,2024-08-27T10:02:00,2024-08-27T10:20:00,20,,bot
tkt_00393,cust_020111,2026-03-16T09:47:04,email,resolved,low,returns_exchanges,Exchange for different size,ord_043535,prod_00051,2026-03-16T12:12:00,2026-03-16T21:54:00,714,2,human
tkt_00394,cust_018978,2026-01-23T10:37:24,email,closed,high,product_quality,Issue with Heritage Tee quality,ord_040584,prod_00012,2026-01-23T10:02:00,2026-01-23T10:08:00,8,3,bot
tkt_00395,cust_019221,2026-02-03T13:47:31,instagram_dm,resolved,normal,product_quality,Issue with Track Hoodie quality,ord_041217,prod_00015,2026-02-03T12:10:00,2026-02-03T23:56:00,1256,,human
tkt_00396,cust_015464,2026-03-30T14:40:56,chat,resolved,normal,returns_exchanges,Want to return Essential Relaxed Tee,ord_044585,prod_00046,2026-03-30T11:11:00,2026-03-30T23:19:00,979,,human
tkt_00397,cust_016462,2025-12-12T10:46:03,instagram_dm,resolved,low,sizing_fit,Vintage Wash Tee doesn't fit right,ord_036893,prod_00043,2025-12-12T10:02:00,2025-12-12T10:26:00,26,,bot
tkt_00398,cust_005793,2026-03-06T20:07:20,email,resolved,normal,returns_exchanges,How do I return?,ord_043513,prod_00031,2026-03-06T13:24:00,2026-03-06T23:03:00,963,,human
tkt_00399,cust_010392,2025-12-06T15:25:26,instagram_dm,resolved,normal,product_quality,Stitching coming loose,ord_035627,prod_00024,2025-12-06T12:29:00,2025-12-06T13:55:00,235,4,human
tkt_00400,cust_002546,2024-08-11T15:04:36,chat,resolved,normal,returns_exchanges,Exchange for different size,ord_003024,prod_00018,2024-08-11T13:56:00,2024-08-11T11:46:00,106,,human
tkt_00401,cust_011412,2026-01-02T17:30:53,email,resolved,high,product_quality,Issue with Womens Boxy Tee quality,ord_037815,prod_00052,2026-01-02T10:31:00,2026-01-02T12:03:00,123,2,human
tkt_00402,cust_017739,2025-12-23T14:00:05,email,resolved,low,order_status,Order hasn't arrived,ord_037265,prod_00001,2025-12-23T10:01:00,2025-12-23T10:20:00,20,4,bot
tkt_00403,cust_006990,2024-12-30T13:52:01,email,resolved,normal,order_status,Tracking not updating,ord_012373,prod_00020,2024-12-30T10:03:00,2024-12-30T10:23:00,23,,bot
tkt_00404,cust_004880,2025-01-29T17:21:04,chat,resolved,low,discount_code,Can I get a code?,ord_014608,prod_00031,2025-01-29T13:43:00,2025-01-29T19:16:00,556,4,human
tkt_00405,cust_001311,2024-10-25T11:29:10,email,resolved,high,other,Question about your brand,ord_007571,prod_00017,2024-10-25T13:00:00,2024-10-25T13:52:00,232,4,human
tkt_00406,cust_016413,2025-11-27T18:36:19,email,resolved,low,drop_restock,Next drop date?,ord_033797,prod_00024,2025-11-27T10:01:00,2025-11-27T10:27:00,27,5,bot
tkt_00407,cust_012072,2025-06-05T09:00:21,email,resolved,low,returns_exchanges,Exchange for different size,ord_022312,prod_00010,2025-06-05T12:33:00,2025-06-05T17:02:00,422,,human
tkt_00408,cust_011231,2025-06-18T16:44:54,chat,resolved,normal,discount_code,Code expired before I could use it,ord_023378,prod_00016,2025-06-18T11:27:00,2025-06-18T23:42:00,1002,3,human
tkt_00409,cust_008824,2025-03-04T19:14:30,email,resolved,normal,sizing_fit,Sizing question about Linen Blend Tee,ord_016542,prod_00019,2025-03-04T10:01:00,2025-03-04T10:14:00,14,,bot
tkt_00410,cust_014038,2025-09-14T14:36:13,chat,resolved,normal,order_status,No delivery update for Structured Cap,ord_028265,prod_00045,2025-09-14T12:38:00,2025-09-14T23:30:00,1410,,human
tkt_00411,cust_018393,2026-03-14T13:33:28,email,resolved,normal,returns_exchanges,Return label not working,ord_043732,prod_00032,2026-03-14T12:35:00,2026-03-14T23:51:00,1311,,human
tkt_00412,cust_009904,2025-03-19T15:35:46,chat,resolved,low,discount_code,Applied wrong code,ord_017474,prod_00001,2025-03-19T10:03:00,2025-03-19T10:26:00,26,,bot
tkt_00413,cust_020447,2026-03-18T19:50:39,chat,resolved,low,discount_code,Applied wrong code,ord_044524,prod_00012,2026-03-18T13:35:00,2026-03-18T18:32:00,512,3,human
tkt_00414,cust_011555,2025-05-21T09:41:15,email,closed,low,order_status,Order hasn't arrived,ord_021197,prod_00009,2025-05-21T10:04:00,2025-05-21T10:14:00,14,3,bot
tkt_00415,cust_003458,2025-07-27T21:24:16,chat,resolved,low,drop_restock,Next drop date?,ord_025207,prod_00004,2025-07-27T12:02:00,2025-07-27T18:17:00,497,,human
tkt_00416,cust_018525,2026-01-13T08:18:18,chat,resolved,normal,returns_exchanges,Exchange for different size,ord_039329,prod_00012,2026-01-13T11:46:00,2026-01-13T19:56:00,596,,human
tkt_00417,cust_000386,2024-11-17T14:23:04,chat,resolved,normal,sizing_fit,Sizing question about Washed Logo Tee,ord_009216,prod_00016,2024-11-17T11:22:00,2024-11-17T23:18:00,918,,human
tkt_00418,cust_021172,2026-04-22T19:49:09,chat,resolved,normal,sizing_fit,Is the Open Knit Hoodie true to size?,ord_046430,prod_00038,2026-04-22T10:04:00,2026-04-22T10:15:00,15,2,bot
