order_id,order_number,customer_id,created_at,currency,subtotal,total_discounts,total_shipping,total_tax,total_price,financial_status,fulfillment_status,utm_source,utm_medium,utm_campaign,landing_site,referring_site,tags,discount_code
ord_012674,13674,cust_006846,2024-12-23T08:44:23,GBP,162.50,0,0,32.50,195.00,paid,fulfilled,organic,organic,,/,,,
ord_012675,13675,cust_007665,2024-12-23T20:27:07,GBP,48.33,4.83,4.95,9.69,58.14,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,WELCOME10
ord_012676,13676,cust_006529,2024-12-23T18:27:07,GBP,78.33,10,4.95,14.66,87.94,paid,fulfilled,direct,none,,/,,,PRETTYNEW
ord_012677,13677,cust_007053,2024-12-23T08:11:02,GBP,155.83,0,0,31.17,187.00,paid,fulfilled,google,cpc,Brand_Search_EU,/,,,
ord_012678,13678,cust_007820,2024-12-23T12:42:21,GBP,133.33,0,0,26.67,160.00,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_012679,13679,cust_001474,2024-12-23T12:37:00,GBP,161.67,10,0,0,151.67,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,PRETTYNEW
ord_012680,13680,cust_000333,2024-12-23T15:22:14,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_012681,13681,cust_007821,2024-12-23T15:50:13,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,organic,organic,,/,,,
ord_012682,13682,cust_001519,2024-12-23T13:40:34,GBP,45.83,0,9.95,0,55.78,paid,fulfilled,tiktok,organic_social,,/,,,
ord_012683,13683,cust_000444,2024-12-23T15:56:42,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012684,13684,cust_005687,2024-12-23T17:36:02,GBP,48.33,0,4.95,10.66,63.94,paid,fulfilled,direct,none,,/,,,
ord_012685,13685,cust_007822,2024-12-23T11:12:47,GBP,43.33,10,9.95,0,43.28,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,PRETTYNEW
ord_012686,13686,cust_007823,2024-12-23T19:02:40,GBP,190.00,0,0,38.00,228.00,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012687,13687,cust_002740,2024-12-23T13:18:50,GBP,40.00,4.00,4.95,8.19,49.14,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,WELCOME10
ord_012688,13688,cust_002830,2024-12-23T14:50:54,GBP,41.67,0,4.95,9.32,55.94,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_012689,13689,cust_006967,2024-12-23T09:25:23,GBP,120.83,0,0,24.17,145.00,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_012690,13690,cust_007824,2024-12-23T14:22:07,GBP,266.67,0,0,0,266.67,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012691,13691,cust_003528,2024-12-23T18:14:09,GBP,145.83,0,0,29.17,175.00,paid,fulfilled,direct,none,,/,,,
ord_012692,13692,cust_005032,2024-12-23T12:58:25,GBP,108.33,10.83,0,19.50,117.00,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,WELCOME10
ord_012693,13693,cust_007825,2024-12-23T13:41:09,GBP,43.33,0,4.95,9.66,57.94,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_012694,13694,cust_004106,2024-12-23T20:26:46,GBP,123.33,0,0,24.67,148.00,partially_refunded,fulfilled,organic,organic,,/,,,
ord_012695,13695,cust_007595,2024-12-23T22:34:58,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,direct,none,,/,,,
ord_012696,13696,cust_007826,2024-12-23T20:13:16,GBP,43.33,0,4.95,9.66,57.94,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_012697,13697,cust_007296,2024-12-23T08:49:44,GBP,162.50,0,0,0,162.50,partially_refunded,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_012698,13698,cust_007827,2024-12-23T17:28:10,GBP,48.33,0,4.95,10.66,63.94,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_012699,13699,cust_007828,2024-12-23T15:10:34,GBP,232.49,0,0,0,232.49,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_012700,13700,cust_006172,2024-12-23T15:55:55,GBP,125.00,0,0,25.00,150.00,paid,fulfilled,direct,none,,/,,,
ord_012701,13701,cust_006950,2024-12-23T22:25:52,GBP,165.00,0,0,33.00,198.00,paid,fulfilled,tiktok,organic_social,,/,,,
ord_012702,13702,cust_007570,2024-12-23T09:07:26,GBP,208.33,10,0,39.67,238.00,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,PRETTYNEW
ord_012703,13703,cust_007829,2024-12-23T10:19:37,GBP,173.33,10,0,32.67,196.00,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,PRETTYNEW
ord_012704,13704,cust_007830,2024-12-23T11:11:24,GBP,41.67,0,12.95,0,54.62,paid,fulfilled,organic,organic,,/,,,
ord_012705,13705,cust_007831,2024-12-23T11:00:44,GBP,48.33,0,12.95,0,61.28,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_012706,13706,cust_003479,2024-12-23T20:59:48,GBP,41.67,0,4.95,9.32,55.94,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012707,13707,cust_006651,2024-12-23T08:03:49,GBP,43.33,0,4.95,9.66,57.94,paid,fulfilled,organic,organic,,/,,,
ord_012708,13708,cust_007832,2024-12-23T13:17:15,GBP,80.00,0,0,0,80.00,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_012709,13709,cust_000446,2024-12-23T17:41:18,GBP,40.00,4.00,12.95,0,48.95,paid,fulfilled,klaviyo,email,Drop_Announcement,/,,,WELCOME10
ord_012710,13710,cust_000959,2024-12-23T08:26:22,GBP,41.67,4.17,4.95,8.49,50.94,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,WELCOME10
ord_012711,13711,cust_001492,2024-12-23T14:07:53,GBP,120.83,0,0,24.17,145.00,paid,fulfilled,direct,none,,/,,,
ord_012712,13712,cust_003074,2024-12-23T13:32:07,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,organic,organic,,/,,,
ord_012713,13713,cust_002754,2024-12-23T11:02:18,GBP,133.33,0,0,26.67,160.00,paid,fulfilled,tiktok,organic_social,,/,,,
ord_012714,13714,cust_007833,2024-12-23T13:46:16,GBP,425.00,0,0,85.00,510.00,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_012715,13715,cust_007177,2024-12-23T16:59:27,GBP,45.83,0,4.95,10.16,60.94,partially_refunded,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_012716,13716,cust_004463,2024-12-23T15:30:50,GBP,41.67,0,12.95,0,54.62,paid,fulfilled,direct,none,,/,,,
ord_012717,13717,cust_007834,2024-12-23T10:44:10,GBP,119.17,0,0,23.83,143.00,paid,fulfilled,direct,none,,/,,,
ord_012718,13718,cust_007835,2024-12-23T16:49:05,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,direct,none,,/,,,
ord_012719,13719,cust_007836,2024-12-23T20:58:32,GBP,40.00,0,4.95,8.99,53.94,partially_refunded,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_012720,13720,cust_004161,2024-12-23T13:00:27,GBP,133.33,0,0,26.67,160.00,paid,fulfilled,direct,none,,/,,,
ord_012721,13721,cust_005720,2024-12-23T09:29:21,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,google,cpc,Shopping_All_EU,/,,,
ord_012722,13722,cust_007837,2024-12-23T18:41:28,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_012723,13723,cust_000249,2024-12-23T14:49:35,GBP,37.50,0,4.95,8.49,50.94,paid,fulfilled,tiktok,organic_social,,/,,,
ord_012724,13724,cust_007838,2024-12-23T22:37:38,GBP,129.17,0,0,25.83,155.00,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_012725,13725,cust_006364,2024-12-23T09:58:52,GBP,129.17,12.92,0,23.25,139.50,paid,fulfilled,klaviyo,email,Win_Back,/,,,WELCOME10
ord_012726,13726,cust_006039,2024-12-23T08:54:23,GBP,83.33,0,0,16.67,100.00,partially_refunded,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_012727,13727,cust_007839,2024-12-23T13:45:02,GBP,48.33,0,4.95,10.66,63.94,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_012728,13728,cust_007840,2024-12-23T11:09:40,GBP,41.67,0,4.95,9.32,55.94,paid,fulfilled,instagram,paid_social,Prospecting_Mens_EU,/,,,
ord_012729,13729,cust_007841,2024-12-23T22:50:27,GBP,129.17,0,0,25.83,155.00,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012730,13730,cust_000743,2024-12-23T14:36:42,GBP,237.50,0,0,0,237.50,paid,fulfilled,organic,organic,,/,,,
ord_012731,13731,cust_006833,2024-12-23T08:52:44,GBP,43.33,0,4.95,9.66,57.94,partially_refunded,fulfilled,klaviyo,email,Drop_Announcement,/,,,
ord_012732,13732,cust_000617,2024-12-23T08:55:16,GBP,125.00,0,0,25.00,150.00,partially_refunded,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_012733,13733,cust_007842,2024-12-23T12:52:54,GBP,215.00,0,0,43.00,258.00,partially_refunded,fulfilled,organic,organic,,/,,,
ord_012734,13734,cust_005134,2024-12-23T20:24:27,GBP,43.33,0,4.95,9.66,57.94,paid,fulfilled,tiktok,organic_social,,/,,,
ord_012735,13735,cust_003391,2024-12-23T19:13:40,GBP,43.33,0,4.95,9.66,57.94,partially_refunded,fulfilled,direct,none,,/,,,
ord_012736,13736,cust_007780,2024-12-23T12:11:57,GBP,45.83,0,12.95,0,58.78,paid,fulfilled,facebook,paid_social,Brand_Awareness_UK,/,,,
ord_012737,13737,cust_005860,2024-12-23T16:37:57,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,organic,organic,,/,,,
ord_012738,13738,cust_001603,2024-12-23T14:23:54,GBP,145.83,0,0,0,145.83,paid,fulfilled,direct,none,,/,,,
ord_012739,13739,cust_007100,2024-12-23T18:52:43,GBP,40.00,4.00,4.95,8.19,49.14,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,WELCOME10
ord_012740,13740,cust_006921,2024-12-23T16:33:48,GBP,254.17,0,0,50.83,305.00,paid,fulfilled,google,cpc,Shopping_All_EU,/,,,
ord_012741,13741,cust_007843,2024-12-23T10:01:20,GBP,238.33,0,0,47.67,286.00,partially_refunded,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012742,13742,cust_001947,2024-12-23T16:55:57,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_012743,13743,cust_007844,2024-12-23T09:11:19,GBP,133.33,0,0,26.67,160.00,partially_refunded,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012744,13744,cust_007845,2024-12-23T15:15:45,GBP,40.00,0,12.95,0,52.95,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_012745,13745,cust_006321,2024-12-23T08:13:07,GBP,145.83,0,0,29.17,175.00,paid,fulfilled,direct,none,,/,,,
ord_012746,13746,cust_002263,2024-12-23T10:05:32,GBP,175.00,0,0,35.00,210.00,partially_refunded,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012747,13747,cust_007846,2024-12-23T20:22:23,GBP,80.00,10,4.95,14.99,89.94,partially_refunded,fulfilled,klaviyo,email,Win_Back,/,,,PRETTYNEW
ord_012748,13748,cust_007847,2024-12-24T22:25:58,GBP,40.00,0,9.95,0,49.95,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_012749,13749,cust_007848,2024-12-24T18:50:29,GBP,160.83,0,0,0,160.83,partially_refunded,fulfilled,organic,organic,,/,,,
ord_012750,13750,cust_007849,2024-12-24T17:39:54,GBP,175.00,0,0,0,175.00,paid,fulfilled,google,cpc,Brand_Search_EU,/,,,
ord_012751,13751,cust_006360,2024-12-24T20:26:11,GBP,145.83,0,0,29.17,175.00,paid,fulfilled,instagram,paid_social,Brand_Awareness_UK,/,,,
ord_012752,13752,cust_000893,2024-12-24T22:10:31,GBP,172.50,0,0,34.50,207.00,partially_refunded,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_012753,13753,cust_007850,2024-12-24T19:10:27,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,organic,organic,,/,,,
ord_012754,13754,cust_007347,2024-12-24T12:18:49,GBP,216.66,0,0,0,216.66,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012755,13755,cust_005283,2024-12-24T21:51:40,GBP,43.33,0,4.95,9.66,57.94,paid,fulfilled,direct,none,,/,,,
ord_012756,13756,cust_007851,2024-12-24T19:57:57,GBP,310.00,0,0,62.00,372.00,partially_refunded,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_012757,13757,cust_007852,2024-12-24T18:01:51,GBP,48.33,0,4.95,10.66,63.94,paid,fulfilled,direct,none,,/,,,
ord_012758,13758,cust_007853,2024-12-24T18:40:23,GBP,152.50,0,0,30.50,183.00,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012759,13759,cust_004476,2024-12-24T13:07:22,GBP,137.49,0,0,0,137.49,partially_refunded,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_012760,13760,cust_007854,2024-12-24T08:30:50,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_012761,13761,cust_005884,2024-12-24T14:41:26,GBP,120.83,12.08,0,0,108.75,paid,fulfilled,direct,none,,/,,,WELCOME10
ord_012762,13762,cust_005453,2024-12-24T13:17:09,GBP,139.99,0,0,28.00,167.99,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012763,13763,cust_007855,2024-12-24T13:02:08,GBP,87.50,0,0,17.50,105.00,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_012764,13764,cust_002397,2024-12-24T08:07:58,GBP,125.00,0,0,0,125.00,paid,fulfilled,klaviyo,email,Win_Back,/,,,
ord_012765,13765,cust_007179,2024-12-24T11:39:33,GBP,41.67,0,9.95,0,51.62,partially_refunded,fulfilled,klaviyo,email,Win_Back,/,,,
ord_012766,13766,cust_000952,2024-12-24T22:06:35,GBP,43.33,0,9.95,0,53.28,paid,fulfilled,direct,none,,/,,,
ord_012767,13767,cust_007856,2024-12-24T09:36:28,GBP,150.00,0,0,30.00,180.00,paid,fulfilled,instagram,paid_social,Prospecting_Mens_EU,/,,,
ord_012768,13768,cust_001837,2024-12-24T22:09:42,GBP,108.33,0,0,0,108.33,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_012769,13769,cust_007857,2024-12-24T19:14:43,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,facebook,paid_social,Prospecting_Mens_EU,/,,,
ord_012770,13770,cust_002996,2024-12-24T12:13:56,GBP,175.00,0,0,35.00,210.00,paid,fulfilled,organic,organic,,/,,,
ord_012771,13771,cust_007858,2024-12-24T09:30:48,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,tiktok,organic_social,,/,,,
ord_012772,13772,cust_005199,2024-12-24T20:25:19,GBP,300.00,0,0,60.00,360.00,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_012773,13773,cust_004077,2024-12-24T08:02:01,GBP,172.50,0,0,34.50,207.00,paid,fulfilled,direct,none,,/,,,
ord_012774,13774,cust_007859,2024-12-24T19:17:25,GBP,120.83,0,0,24.17,145.00,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_012775,13775,cust_007860,2024-12-24T17:07:58,GBP,179.17,0,0,35.83,215.00,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_012776,13776,cust_002021,2024-12-24T12:56:17,GBP,125.83,0,0,0,125.83,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_012777,13777,cust_005304,2024-12-24T17:51:06,GBP,162.50,0,0,32.50,195.00,paid,fulfilled,direct,none,,/,,,
ord_012778,13778,cust_007861,2024-12-24T13:25:26,GBP,41.67,0,4.95,9.32,55.94,paid,fulfilled,direct,none,,/,,,
ord_012779,13779,cust_007862,2024-12-24T10:23:52,GBP,156.66,0,0,31.33,187.99,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_012780,13780,cust_007863,2024-12-24T11:31:13,GBP,80.83,0,0,16.17,97.00,paid,fulfilled,instagram,paid_social,Prospecting_Mens_EU,/,,,
ord_012781,13781,cust_001000,2024-12-24T15:40:57,GBP,43.33,0,12.95,0,56.28,paid,fulfilled,tiktok,organic_social,,/,,,
ord_012782,13782,cust_007864,2024-12-24T18:06:48,GBP,175.00,17.50,0,0,157.50,paid,fulfilled,instagram,paid_social,Prospecting_Mens_EU,/,,,WELCOME10
ord_012783,13783,cust_006785,2024-12-24T22:55:50,GBP,48.33,0,9.95,0,58.28,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_012784,13784,cust_007865,2024-12-24T15:56:41,GBP,125.00,0,0,25.00,150.00,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012785,13785,cust_006405,2024-12-24T11:33:56,GBP,43.33,0,9.95,0,53.28,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_012786,13786,cust_007636,2024-12-24T14:20:22,GBP,141.67,0,0,28.33,170.00,paid,fulfilled,organic,organic,,/,,,
ord_012787,13787,cust_007866,2024-12-24T10:06:39,GBP,41.67,0,4.95,9.32,55.94,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_012788,13788,cust_005985,2024-12-24T14:29:29,GBP,156.67,0,0,31.33,188.00,partially_refunded,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012789,13789,cust_006787,2024-12-24T15:05:07,GBP,341.66,0,0,0,341.66,paid,fulfilled,google,cpc,Shopping_Hoodies_UK,/,,,
ord_012790,13790,cust_007867,2024-12-24T09:40:45,GBP,43.33,4.33,9.95,0,48.95,paid,fulfilled,instagram,paid_social,Prospecting_Mens_EU,/,,,WELCOME10
ord_012791,13791,cust_007868,2024-12-24T11:29:01,GBP,179.16,0,0,35.83,214.99,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_012792,13792,cust_000047,2024-12-24T08:41:45,GBP,120.83,10,0,22.17,133.00,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,PRETTYNEW
ord_012793,13793,cust_006016,2024-12-24T18:43:59,GBP,133.33,10,0,0,123.33,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,PRETTYNEW
ord_012794,13794,cust_007869,2024-12-24T20:20:23,GBP,80.00,0,0,16.00,96.00,partially_refunded,fulfilled,klaviyo,email,Win_Back,/,,,
ord_012795,13795,cust_007870,2024-12-24T20:50:25,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,instagram,paid_social,Prospecting_Mens_EU,/,,,
ord_012796,13796,cust_007871,2024-12-24T20:33:13,GBP,130.83,0,0,0,130.83,paid,fulfilled,direct,none,,/,,,
ord_012797,13797,cust_001947,2024-12-24T09:47:46,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,direct,none,,/,,,
ord_012798,13798,cust_006467,2024-12-24T15:17:51,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012799,13799,cust_006613,2024-12-24T19:04:07,GBP,43.33,0,4.95,9.66,57.94,paid,fulfilled,klaviyo,email,Drop_Announcement,/,,,
ord_012800,13800,cust_007872,2024-12-24T12:22:35,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,
ord_012801,13801,cust_005069,2024-12-24T10:43:34,GBP,133.33,0,0,26.67,160.00,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_012802,13802,cust_007873,2024-12-24T08:10:12,GBP,208.33,20.83,0,0,187.50,partially_refunded,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,WELCOME10
ord_012803,13803,cust_004085,2024-12-24T08:24:31,GBP,125.00,0,0,0,125.00,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012804,13804,cust_007023,2024-12-24T13:41:58,GBP,125.00,0,0,25.00,150.00,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,
ord_012805,13805,cust_007595,2024-12-24T13:23:03,GBP,45.83,0,4.95,10.16,60.94,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_012806,13806,cust_006153,2024-12-24T08:20:28,GBP,129.17,0,0,0,129.17,paid,fulfilled,tiktok,organic_social,,/,,,
ord_012807,13807,cust_004215,2024-12-24T14:49:44,GBP,41.67,0,9.95,0,51.62,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_012808,13808,cust_004929,2024-12-24T08:17:42,GBP,133.33,0,0,26.67,160.00,paid,fulfilled,klaviyo,email,Drop_Announcement,/,,,
ord_012809,13809,cust_005371,2024-12-24T16:02:29,GBP,255.00,0,0,51.00,306.00,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012810,13810,cust_003432,2024-12-24T19:37:16,GBP,175.00,0,0,35.00,210.00,paid,fulfilled,facebook,paid_social,Brand_Awareness_UK,/,,,
ord_012811,13811,cust_007874,2024-12-24T22:33:32,GBP,81.67,0,0,0,81.67,paid,fulfilled,google,cpc,Generic_Streetwear_UK,/,,,
ord_012812,13812,cust_004629,2024-12-24T17:29:18,GBP,40.00,0,12.95,0,52.95,paid,fulfilled,google,cpc,Brand_Search_EU,/,,,
ord_012813,13813,cust_002904,2024-12-24T08:23:37,GBP,108.33,0,0,21.67,130.00,paid,fulfilled,klaviyo,email,Abandoned_Cart,/,,,
ord_012814,13814,cust_000686,2024-12-24T21:28:28,GBP,43.33,0,4.95,9.66,57.94,paid,fulfilled,direct,none,,/,,,
ord_012815,13815,cust_007875,2024-12-24T17:17:23,GBP,438.33,0,0,87.67,526.00,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012816,13816,cust_006013,2024-12-25T14:39:11,GBP,43.33,0,4.95,9.66,57.94,paid,fulfilled,organic,organic,,/,,,
ord_012817,13817,cust_005769,2024-12-25T20:10:30,GBP,137.49,0,0,0,137.49,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,
ord_012818,13818,cust_006110,2024-12-25T14:21:34,GBP,225.01,0,0,45.00,270.01,paid,fulfilled,direct,none,,/,,,
ord_012819,13819,cust_007876,2024-12-25T15:50:27,GBP,90.00,0,0,18.00,108.00,partially_refunded,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_012820,13820,cust_005746,2024-12-25T14:03:56,GBP,112.50,0,0,22.50,135.00,paid,fulfilled,direct,none,,/,,,
ord_012821,13821,cust_006769,2024-12-25T16:03:59,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_012822,13822,cust_006232,2024-12-25T12:38:38,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012823,13823,cust_005962,2024-12-25T17:46:01,GBP,137.50,10,0,25.50,153.00,paid,fulfilled,google,cpc,PMax_Menswear_UK,/,,,PRETTYNEW
ord_012824,13824,cust_007877,2024-12-25T16:56:15,GBP,133.33,0,0,26.67,160.00,paid,fulfilled,facebook,paid_social,Brand_Awareness_UK,/,,,
ord_012825,13825,cust_007405,2024-12-25T08:01:03,GBP,176.66,0,0,35.33,211.99,paid,fulfilled,google,cpc,Brand_Search_UK,/,,,
ord_012826,13826,cust_002403,2024-12-25T13:47:16,GBP,241.67,0,0,48.33,290.00,paid,fulfilled,direct,none,,/,,,
ord_012827,13827,cust_007878,2024-12-25T14:43:25,GBP,85.83,0,0,0,85.83,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_012828,13828,cust_001145,2024-12-25T08:54:19,GBP,204.17,0,0,40.83,245.00,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,
ord_012829,13829,cust_003825,2024-12-25T10:15:52,GBP,48.33,0,12.95,0,61.28,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_012830,13830,cust_005856,2024-12-25T19:11:24,GBP,45.83,0,9.95,0,55.78,paid,fulfilled,direct,none,,/,,,
ord_012831,13831,cust_007866,2024-12-25T18:21:36,GBP,41.67,10,4.95,7.32,43.94,paid,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,PRETTYNEW
ord_012832,13832,cust_007429,2024-12-25T12:56:55,GBP,137.50,0,0,0,137.50,paid,fulfilled,direct,none,,/,,,
ord_012833,13833,cust_007879,2024-12-25T20:33:17,GBP,35.00,0,4.95,7.99,47.94,partially_refunded,fulfilled,facebook,paid_social,Retargeting_AllUsers,/,,,
ord_012834,13834,cust_007880,2024-12-25T11:30:48,GBP,89.16,8.92,0,16.05,96.29,paid,fulfilled,google,cpc,Shopping_Tees_UK,/,,,WELCOME10
ord_012835,13835,cust_007881,2024-12-25T13:21:24,GBP,227.50,0,0,0,227.50,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_012836,13836,cust_001698,2024-12-25T15:11:27,GBP,43.33,0,4.95,9.66,57.94,partially_refunded,fulfilled,direct,none,,/,,,
ord_012837,13837,cust_007882,2024-12-25T19:14:07,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,direct,none,,/,,,
ord_012838,13838,cust_007883,2024-12-25T15:50:37,GBP,40.00,0,4.95,8.99,53.94,paid,fulfilled,klaviyo,email,Restock_Alert,/,,,
ord_012839,13839,cust_001090,2024-12-25T14:06:06,GBP,129.17,0,0,0,129.17,paid,fulfilled,instagram,paid_social,Retargeting_AllUsers,/,,,
ord_012840,13840,cust_006547,2024-12-25T20:15:16,GBP,40.00,4.00,4.95,8.19,49.14,paid,fulfilled,klaviyo,email,Drop_Announcement,/,,,WELCOME10
ord_012841,13841,cust_007884,2024-12-25T11:30:11,GBP,270.84,0,0,54.17,325.01,paid,fulfilled,facebook,paid_social,Prospecting_Mens_UK,/,,,
ord_012842,13842,cust_007885,2024-12-25T19:58:07,GBP,81.67,8.17,4.95,15.69,94.14,paid,fulfilled,klaviyo,email,Welcome_Flow,/,,,WELCOME10
ord_012843,13843,cust_007886,2024-12-25T15:19:32,GBP,48.33,10,4.95,8.66,51.94,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,PRETTYNEW
ord_012844,13844,cust_007887,2024-12-25T20:52:27,GBP,43.33,0,4.95,9.66,57.94,paid,fulfilled,klaviyo,email,Win_Back,/,,,
ord_012845,13845,cust_007736,2024-12-25T11:40:44,GBP,129.17,0,0,25.83,155.00,paid,fulfilled,klaviyo,email,Win_Back,/,,,
ord_012846,13846,cust_000187,2024-12-25T14:06:50,GBP,108.33,0,0,21.67,130.00,paid,fulfilled,direct,none,,/,,,
ord_012847,13847,cust_001599,2024-12-25T16:12:19,GBP,85.00,0,0,17.00,102.00,paid,fulfilled,organic,organic,,/,,,
ord_012848,13848,cust_007888,2024-12-25T08:55:28,GBP,141.67,14.17,0,0,127.50,paid,fulfilled,instagram,paid_social,Prospecting_Mens_UK,/,,,WELCOME10
