line_item_id,order_id,variant_id,product_id,title,quantity,price,total_discount
li_0008641,ord_006221,var_000283,prod_00027,Quilted Overshirt - Washed Black / XL,1,187.50,0
li_0008642,ord_006222,var_000174,prod_00017,Mesh Panel Cap - Washed Black / ONE,1,36.67,0
li_0008643,ord_006223,var_000200,prod_00020,Summer Knit Hoodie - Faded Olive / L,1,120.83,0
li_0008644,ord_006224,var_000067,prod_00006,Staple Tee - Sage / XL,1,40.00,0
li_0008645,ord_006224,var_000175,prod_00017,Mesh Panel Cap - Off-White / ONE,1,36.67,0
li_0008646,ord_006224,var_000114,prod_00010,Heavyweight Hoodie - Washed Black / S,1,141.67,0
li_0008647,ord_006225,var_000184,prod_00018,Boxy Crop Tee - Vintage Cream / M,1,40.00,0
li_0008648,ord_006226,var_000115,prod_00010,Heavyweight Hoodie - Washed Black / M,1,141.67,0
li_0008649,ord_006226,var_000194,prod_00019,Linen Blend Tee - Sage / M,1,48.33,0
li_0008650,ord_006227,var_000176,prod_00017,Mesh Panel Cap - Deep Navy / ONE,1,36.67,0
li_0008651,ord_006228,var_000098,prod_00009,Arch Logo Tee - Washed Black / XS,1,43.33,0
li_0008652,ord_006229,var_000002,prod_00001,Essential Tee - Washed Black / S,1,41.67,0
li_0008653,ord_006230,var_000248,prod_00024,Varsity Tee - Vintage Cream / S,1,45.83,0
li_0008654,ord_006231,var_000118,prod_00011,Script Cap - Charcoal / ONE,1,35.00,0
li_0008655,ord_006231,var_000099,prod_00009,Arch Logo Tee - Washed Black / S,1,43.33,0
li_0008656,ord_006232,var_000120,prod_00011,Script Cap - Burgundy / ONE,1,35.00,0
li_0008657,ord_006233,var_000225,prod_00022,Fleece Hoodie - Burgundy / L,1,137.50,0
li_0008658,ord_006234,var_000125,prod_00012,Heritage Tee - Deep Navy / XL,1,45.83,0
li_0008659,ord_006234,var_000052,prod_00005,Court Trainer - Washed Black / UK7,1,162.50,0
li_0008660,ord_006235,var_000197,prod_00020,Summer Knit Hoodie - Faded Olive / XS,1,120.83,0
li_0008661,ord_006236,var_000192,prod_00019,Linen Blend Tee - Sage / XS,1,48.33,10.00
li_0008662,ord_006237,var_000247,prod_00024,Varsity Tee - Vintage Cream / XS,1,45.83,0
li_0008663,ord_006238,var_000152,prod_00015,Track Hoodie - Washed Black / L,1,125.00,0
li_0008664,ord_006239,var_000257,prod_00025,Wool Blend Cap - Charcoal / ONE,1,43.33,0
li_0008665,ord_006240,var_000020,prod_00002,Classic Hoodie - Washed Black / XL,1,129.17,0
li_0008666,ord_006241,var_000030,prod_00002,Classic Hoodie - Charcoal / XL,1,129.17,0
li_0008667,ord_006242,var_000172,prod_00016,Washed Logo Tee - Sage / L,1,43.33,0
li_0008668,ord_006243,var_000098,prod_00009,Arch Logo Tee - Washed Black / XS,1,43.33,0
li_0008669,ord_006244,var_000260,prod_00026,Mid Runner Trainer - Charcoal / UK6,1,175.00,0
li_0008670,ord_006245,var_000198,prod_00020,Summer Knit Hoodie - Faded Olive / S,1,120.83,0
li_0008671,ord_006246,var_000168,prod_00016,Washed Logo Tee - Faded Olive / XL,1,43.33,0
li_0008672,ord_006246,var_000049,prod_00005,Court Trainer - Off-White / UK11,1,162.50,0
li_0008673,ord_006246,var_000010,prod_00001,Essential Tee - Vintage Cream / XL,1,41.67,0
li_0008674,ord_006247,var_000155,prod_00015,Track Hoodie - Vintage Cream / S,1,125.00,18.75
li_0008675,ord_006248,var_000016,prod_00002,Classic Hoodie - Washed Black / XS,1,129.17,0
li_0008676,ord_006248,var_000242,prod_00024,Varsity Tee - Washed Black / XS,1,45.83,0
li_0008677,ord_006248,var_000173,prod_00016,Washed Logo Tee - Sage / XL,1,43.33,0
li_0008678,ord_006248,var_000015,prod_00001,Essential Tee - Charcoal / XL,1,41.67,0
li_0008679,ord_006249,var_000122,prod_00012,Heritage Tee - Deep Navy / S,1,45.83,0
li_0008680,ord_006249,var_000209,prod_00021,Boardshort Sweatpants - Charcoal / M,1,108.33,0
li_0008681,ord_006250,var_000098,prod_00009,Arch Logo Tee - Washed Black / XS,1,43.33,0
li_0008682,ord_006251,var_000008,prod_00001,Essential Tee - Vintage Cream / M,1,41.67,0
li_0008683,ord_006252,var_000178,prod_00018,Boxy Crop Tee - Washed Black / S,1,40.00,0
li_0008684,ord_006253,var_000171,prod_00016,Washed Logo Tee - Sage / M,1,43.33,0
li_0008685,ord_006254,var_000197,prod_00020,Summer Knit Hoodie - Faded Olive / XS,1,120.83,0
li_0008686,ord_006254,var_000077,prod_00007,Relaxed Hoodie - Faded Olive / XL,1,133.33,0
li_0008687,ord_006255,var_000247,prod_00024,Varsity Tee - Vintage Cream / XS,1,45.83,0
li_0008688,ord_006256,var_000252,prod_00024,Varsity Tee - Burgundy / XS,1,45.83,0
li_0008689,ord_006256,var_000207,prod_00021,Boardshort Sweatpants - Charcoal / XS,1,108.33,0
li_0008690,ord_006257,var_000001,prod_00001,Essential Tee - Washed Black / XS,1,41.67,0
li_0008691,ord_006258,var_000276,prod_00027,Quilted Overshirt - Faded Olive / M,1,187.50,0
li_0008692,ord_006258,var_000185,prod_00018,Boxy Crop Tee - Vintage Cream / L,1,40.00,0
li_0008693,ord_006259,var_000054,prod_00005,Court Trainer - Washed Black / UK9,1,162.50,0
li_0008694,ord_006259,var_000004,prod_00001,Essential Tee - Washed Black / L,1,41.67,0
li_0008695,ord_006260,var_000012,prod_00001,Essential Tee - Charcoal / S,1,41.67,0
li_0008696,ord_006261,var_000146,prod_00014,Emblem Cap - Washed Black / ONE,1,40.00,0
li_0008697,ord_006262,var_000067,prod_00006,Staple Tee - Sage / XL,1,40.00,0
li_0008698,ord_006262,var_000148,prod_00014,Emblem Cap - Sage / ONE,1,40.00,0
li_0008699,ord_006262,var_000226,prod_00022,Fleece Hoodie - Burgundy / XL,1,137.50,0
li_0008700,ord_006262,var_000179,prod_00018,Boxy Crop Tee - Washed Black / M,1,40.00,0
li_0008701,ord_006263,var_000280,prod_00027,Quilted Overshirt - Washed Black / S,1,187.50,0
li_0008702,ord_006263,var_000271,prod_00026,Mid Runner Trainer - Off-White / UK10,1,175.00,0
li_0008703,ord_006263,var_000075,prod_00007,Relaxed Hoodie - Faded Olive / M,1,133.33,0
li_0008704,ord_006264,var_000118,prod_00011,Script Cap - Charcoal / ONE,1,35.00,0
li_0008705,ord_006264,var_000184,prod_00018,Boxy Crop Tee - Vintage Cream / M,1,40.00,0
li_0008706,ord_006264,var_000137,prod_00013,Utility Sweatpants - Sage / S,1,120.83,0
li_0008707,ord_006265,var_000010,prod_00001,Essential Tee - Vintage Cream / XL,1,41.67,0
li_0008708,ord_006266,var_000103,prod_00009,Arch Logo Tee - Vintage Cream / XS,1,43.33,0
li_0008709,ord_006267,var_000063,prod_00006,Staple Tee - Sage / XS,1,40.00,0
li_0008710,ord_006267,var_000132,prod_00012,Heritage Tee - Vintage Cream / S,1,45.83,0
li_0008711,ord_006268,var_000188,prod_00019,Linen Blend Tee - Off-White / S,1,48.33,0
li_0008712,ord_006268,var_000183,prod_00018,Boxy Crop Tee - Vintage Cream / S,1,40.00,0
li_0008713,ord_006268,var_000119,prod_00011,Script Cap - Faded Olive / ONE,1,35.00,0
li_0008714,ord_006269,var_000006,prod_00001,Essential Tee - Vintage Cream / XS,1,41.67,0
li_0008715,ord_006270,var_000070,prod_00006,Staple Tee - Deep Navy / M,1,40.00,0
li_0008716,ord_006271,var_000134,prod_00012,Heritage Tee - Vintage Cream / L,1,45.83,0
li_0008717,ord_006272,var_000030,prod_00002,Classic Hoodie - Charcoal / XL,1,129.17,0
li_0008718,ord_006273,var_000239,prod_00023,Brushed Sweatpants - Faded Olive / M,1,125.00,0
li_0008719,ord_006274,var_000194,prod_00019,Linen Blend Tee - Sage / M,1,48.33,7.25
li_0008720,ord_006274,var_000123,prod_00012,Heritage Tee - Deep Navy / M,1,45.83,6.87
li_0008721,ord_006275,var_000201,prod_00020,Summer Knit Hoodie - Faded Olive / XL,1,120.83,0
li_0008722,ord_006276,var_000193,prod_00019,Linen Blend Tee - Sage / S,1,48.33,0
li_0008723,ord_006276,var_000227,prod_00022,Fleece Hoodie - Deep Navy / XS,1,137.50,0
li_0008724,ord_006276,var_000176,prod_00017,Mesh Panel Cap - Deep Navy / ONE,1,36.67,0
li_0008725,ord_006277,var_000146,prod_00014,Emblem Cap - Washed Black / ONE,1,40.00,0
li_0008726,ord_006277,var_000265,prod_00026,Mid Runner Trainer - Charcoal / UK11,1,175.00,0
li_0008727,ord_006278,var_000280,prod_00027,Quilted Overshirt - Washed Black / S,1,187.50,0
li_0008728,ord_006279,var_000264,prod_00026,Mid Runner Trainer - Charcoal / UK10,1,175.00,0
li_0008729,ord_006280,var_000239,prod_00023,Brushed Sweatpants - Faded Olive / M,1,125.00,12.50
li_0008730,ord_006281,var_000259,prod_00025,Wool Blend Cap - Burgundy / ONE,1,43.33,0
li_0008731,ord_006282,var_000226,prod_00022,Fleece Hoodie - Burgundy / XL,1,137.50,0
li_0008732,ord_006283,var_000151,prod_00015,Track Hoodie - Washed Black / M,1,125.00,0
li_0008733,ord_006284,var_000178,prod_00018,Boxy Crop Tee - Washed Black / S,1,40.00,0
li_0008734,ord_006285,var_000174,prod_00017,Mesh Panel Cap - Washed Black / ONE,1,36.67,0
li_0008735,ord_006285,var_000169,prod_00016,Washed Logo Tee - Sage / XS,1,43.33,0
li_0008736,ord_006286,var_000177,prod_00018,Boxy Crop Tee - Washed Black / XS,1,40.00,0
li_0008737,ord_006287,var_000267,prod_00026,Mid Runner Trainer - Off-White / UK6,1,175.00,17.50
li_0008738,ord_006288,var_000029,prod_00002,Classic Hoodie - Charcoal / L,1,129.17,0
li_0008739,ord_006288,var_000106,prod_00009,Arch Logo Tee - Vintage Cream / L,1,43.33,0
li_0008740,ord_006288,var_000279,prod_00027,Quilted Overshirt - Washed Black / XS,1,187.50,0
li_0008741,ord_006289,var_000208,prod_00021,Boardshort Sweatpants - Charcoal / S,1,108.33,0
li_0008742,ord_006290,var_000043,prod_00004,Logo Cap - Deep Navy / ONE,1,37.50,10.00
li_0008743,ord_006291,var_000170,prod_00016,Washed Logo Tee - Sage / S,1,43.33,0
li_0008744,ord_006291,var_000185,prod_00018,Boxy Crop Tee - Vintage Cream / L,1,40.00,0
li_0008745,ord_006291,var_000190,prod_00019,Linen Blend Tee - Off-White / L,1,48.33,0
li_0008746,ord_006292,var_000246,prod_00024,Varsity Tee - Washed Black / XL,1,45.83,4.87
li_0008747,ord_006292,var_000193,prod_00019,Linen Blend Tee - Sage / S,1,48.33,5.13
li_0008748,ord_006293,var_000134,prod_00012,Heritage Tee - Vintage Cream / L,1,45.83,0
li_0008749,ord_006293,var_000233,prod_00023,Brushed Sweatpants - Charcoal / S,1,125.00,0
li_0008750,ord_006293,var_000231,prod_00022,Fleece Hoodie - Deep Navy / XL,1,137.50,0
li_0008751,ord_006294,var_000018,prod_00002,Classic Hoodie - Washed Black / M,1,129.17,0
li_0008752,ord_006294,var_000253,prod_00024,Varsity Tee - Burgundy / S,1,45.83,0
li_0008753,ord_006295,var_000242,prod_00024,Varsity Tee - Washed Black / XS,1,45.83,0
li_0008754,ord_006296,var_000054,prod_00005,Court Trainer - Washed Black / UK9,1,162.50,0
li_0008755,ord_006296,var_000130,prod_00012,Heritage Tee - Washed Black / XL,1,45.83,0
li_0008756,ord_006296,var_000157,prod_00015,Track Hoodie - Vintage Cream / L,1,125.00,0
li_0008757,ord_006297,var_000118,prod_00011,Script Cap - Charcoal / ONE,1,35.00,0
li_0008758,ord_006297,var_000104,prod_00009,Arch Logo Tee - Vintage Cream / S,1,43.33,0
li_0008759,ord_006297,var_000072,prod_00006,Staple Tee - Deep Navy / XL,1,40.00,0
li_0008760,ord_006298,var_000152,prod_00015,Track Hoodie - Washed Black / L,1,125.00,0
li_0008761,ord_006299,var_000042,prod_00004,Logo Cap - Vintage Cream / ONE,1,37.50,0
li_0008762,ord_006299,var_000093,prod_00008,Slim Sweatpants - Deep Navy / XS,1,116.67,0
li_0008763,ord_006300,var_000158,prod_00015,Track Hoodie - Vintage Cream / XL,1,125.00,0
li_0008764,ord_006301,var_000062,prod_00006,Staple Tee - Off-White / XL,1,40.00,0
li_0008765,ord_006302,var_000078,prod_00007,Relaxed Hoodie - Burgundy / XS,1,133.33,0
li_0008766,ord_006303,var_000209,prod_00021,Boardshort Sweatpants - Charcoal / M,1,108.33,0
li_0008767,ord_006304,var_000238,prod_00023,Brushed Sweatpants - Faded Olive / S,1,125.00,0
li_0008768,ord_006305,var_000117,prod_00010,Heavyweight Hoodie - Washed Black / XL,1,141.67,0
li_0008769,ord_006306,var_000013,prod_00001,Essential Tee - Charcoal / M,1,41.67,0
li_0008770,ord_006307,var_000040,prod_00003,Everyday Sweatpants - Faded Olive / XL,1,112.50,0
li_0008771,ord_006307,var_000102,prod_00009,Arch Logo Tee - Washed Black / XL,1,43.33,0
li_0008772,ord_006308,var_000126,prod_00012,Heritage Tee - Washed Black / XS,1,45.83,4.58
li_0008773,ord_006308,var_000001,prod_00001,Essential Tee - Washed Black / XS,1,41.67,4.17
li_0008774,ord_006309,var_000110,prod_00010,Heavyweight Hoodie - Charcoal / M,1,141.67,0
li_0008775,ord_006310,var_000034,prod_00003,Everyday Sweatpants - Charcoal / L,1,112.50,0
li_0008776,ord_006310,var_000066,prod_00006,Staple Tee - Sage / L,1,40.00,0
li_0008777,ord_006311,var_000122,prod_00012,Heritage Tee - Deep Navy / S,1,45.83,6.87
li_0008778,ord_006312,var_000123,prod_00012,Heritage Tee - Deep Navy / M,1,45.83,0
li_0008779,ord_006312,var_000103,prod_00009,Arch Logo Tee - Vintage Cream / XS,1,43.33,0
li_0008780,ord_006313,var_000150,prod_00015,Track Hoodie - Washed Black / S,1,125.00,0
li_0008781,ord_006314,var_000132,prod_00012,Heritage Tee - Vintage Cream / S,1,45.83,0
li_0008782,ord_006315,var_000133,prod_00012,Heritage Tee - Vintage Cream / M,1,45.83,0
li_0008783,ord_006316,var_000202,prod_00020,Summer Knit Hoodie - Vintage Cream / XS,1,120.83,0
li_0008784,ord_006316,var_000101,prod_00009,Arch Logo Tee - Washed Black / L,1,43.33,0
li_0008785,ord_006317,var_000040,prod_00003,Everyday Sweatpants - Faded Olive / XL,1,112.50,0
li_0008786,ord_006318,var_000150,prod_00015,Track Hoodie - Washed Black / S,1,125.00,0
li_0008787,ord_006319,var_000176,prod_00017,Mesh Panel Cap - Deep Navy / ONE,1,36.67,5.50
li_0008788,ord_006320,var_000188,prod_00019,Linen Blend Tee - Off-White / S,1,48.33,0
li_0008789,ord_006320,var_000066,prod_00006,Staple Tee - Sage / L,1,40.00,0
li_0008790,ord_006321,var_000257,prod_00025,Wool Blend Cap - Charcoal / ONE,1,43.33,0
li_0008791,ord_006322,var_000182,prod_00018,Boxy Crop Tee - Vintage Cream / XS,1,40.00,0
li_0008792,ord_006323,var_000146,prod_00014,Emblem Cap - Washed Black / ONE,1,40.00,0
li_0008793,ord_006323,var_000130,prod_00012,Heritage Tee - Washed Black / XL,1,45.83,0
li_0008794,ord_006323,var_000008,prod_00001,Essential Tee - Vintage Cream / M,1,41.67,0
li_0008795,ord_006324,var_000215,prod_00021,Boardshort Sweatpants - Sage / L,1,108.33,0
li_0008796,ord_006325,var_000043,prod_00004,Logo Cap - Deep Navy / ONE,1,37.50,0
li_0008797,ord_006326,var_000083,prod_00007,Relaxed Hoodie - Off-White / XS,1,133.33,0
li_0008798,ord_006327,var_000204,prod_00020,Summer Knit Hoodie - Vintage Cream / M,1,120.83,18.12
li_0008799,ord_006327,var_000178,prod_00018,Boxy Crop Tee - Washed Black / S,1,40.00,6.00
li_0008800,ord_006328,var_000278,prod_00027,Quilted Overshirt - Faded Olive / XL,1,187.50,0
li_0008801,ord_006328,var_000036,prod_00003,Everyday Sweatpants - Faded Olive / XS,1,112.50,0
li_0008802,ord_006329,var_000250,prod_00024,Varsity Tee - Vintage Cream / L,1,45.83,0
li_0008803,ord_006330,var_000014,prod_00001,Essential Tee - Charcoal / L,1,41.67,0
li_0008804,ord_006331,var_000148,prod_00014,Emblem Cap - Sage / ONE,1,40.00,0
li_0008805,ord_006332,var_000115,prod_00010,Heavyweight Hoodie - Washed Black / M,1,141.67,0
li_0008806,ord_006332,var_000005,prod_00001,Essential Tee - Washed Black / XL,1,41.67,0
li_0008807,ord_006332,var_000231,prod_00022,Fleece Hoodie - Deep Navy / XL,1,137.50,0
li_0008808,ord_006333,var_000257,prod_00025,Wool Blend Cap - Charcoal / ONE,1,43.33,0
li_0008809,ord_006334,var_000244,prod_00024,Varsity Tee - Washed Black / M,1,45.83,0
li_0008810,ord_006335,var_000273,prod_00026,Mid Runner Trainer - Off-White / UK12,1,175.00,0
li_0008811,ord_006335,var_000131,prod_00012,Heritage Tee - Vintage Cream / XS,1,45.83,0
li_0008812,ord_006336,var_000193,prod_00019,Linen Blend Tee - Sage / S,1,48.33,0
li_0008813,ord_006337,var_000103,prod_00009,Arch Logo Tee - Vintage Cream / XS,1,43.33,0
li_0008814,ord_006338,var_000162,prod_00016,Washed Logo Tee - Vintage Cream / L,1,43.33,10.00
li_0008815,ord_006339,var_000176,prod_00017,Mesh Panel Cap - Deep Navy / ONE,1,36.67,0
li_0008816,ord_006339,var_000259,prod_00025,Wool Blend Cap - Burgundy / ONE,1,43.33,0
li_0008817,ord_006340,var_000002,prod_00001,Essential Tee - Washed Black / S,1,41.67,0
li_0008818,ord_006340,var_000198,prod_00020,Summer Knit Hoodie - Faded Olive / S,1,120.83,0
li_0008819,ord_006340,var_000150,prod_00015,Track Hoodie - Washed Black / S,1,125.00,0
li_0008820,ord_006341,var_000157,prod_00015,Track Hoodie - Vintage Cream / L,1,125.00,0
li_0008821,ord_006342,var_000071,prod_00006,Staple Tee - Deep Navy / L,1,40.00,0
li_0008822,ord_006343,var_000024,prod_00002,Classic Hoodie - Deep Navy / L,1,129.17,0
li_0008823,ord_006343,var_000280,prod_00027,Quilted Overshirt - Washed Black / S,1,187.50,0
li_0008824,ord_006344,var_000105,prod_00009,Arch Logo Tee - Vintage Cream / M,1,43.33,0
li_0008825,ord_006345,var_000277,prod_00027,Quilted Overshirt - Faded Olive / L,1,187.50,0
li_0008826,ord_006346,var_000186,prod_00018,Boxy Crop Tee - Vintage Cream / XL,1,40.00,0
li_0008827,ord_006347,var_000175,prod_00017,Mesh Panel Cap - Off-White / ONE,1,36.67,0
li_0008828,ord_006348,var_000254,prod_00024,Varsity Tee - Burgundy / M,1,45.83,0
li_0008829,ord_006348,var_000175,prod_00017,Mesh Panel Cap - Off-White / ONE,1,36.67,0
li_0008830,ord_006349,var_000231,prod_00022,Fleece Hoodie - Deep Navy / XL,1,137.50,0
li_0008831,ord_006350,var_000121,prod_00012,Heritage Tee - Deep Navy / XS,1,45.83,0
li_0008832,ord_006350,var_000070,prod_00006,Staple Tee - Deep Navy / M,1,40.00,0
li_0008833,ord_006351,var_000068,prod_00006,Staple Tee - Deep Navy / XS,1,40.00,0
li_0008834,ord_006351,var_000059,prod_00006,Staple Tee - Off-White / S,1,40.00,0
li_0008835,ord_006351,var_000118,prod_00011,Script Cap - Charcoal / ONE,1,35.00,0
li_0008836,ord_006351,var_000245,prod_00024,Varsity Tee - Washed Black / L,1,45.83,0
li_0008837,ord_006352,var_000006,prod_00001,Essential Tee - Vintage Cream / XS,1,41.67,0
li_0008838,ord_006353,var_000185,prod_00018,Boxy Crop Tee - Vintage Cream / L,1,40.00,0
li_0008839,ord_006354,var_000189,prod_00019,Linen Blend Tee - Off-White / M,1,48.33,0
li_0008840,ord_006355,var_000070,prod_00006,Staple Tee - Deep Navy / M,1,40.00,0
li_0008841,ord_006356,var_000237,prod_00023,Brushed Sweatpants - Faded Olive / XS,1,125.00,0
li_0008842,ord_006357,var_000127,prod_00012,Heritage Tee - Washed Black / S,1,45.83,0
li_0008843,ord_006358,var_000148,prod_00014,Emblem Cap - Sage / ONE,1,40.00,10.00
li_0008844,ord_006359,var_000281,prod_00027,Quilted Overshirt - Washed Black / M,1,187.50,0
li_0008845,ord_006360,var_000126,prod_00012,Heritage Tee - Washed Black / XS,1,45.83,0
li_0008846,ord_006361,var_000002,prod_00001,Essential Tee - Washed Black / S,1,41.67,0
li_0008847,ord_006362,var_000276,prod_00027,Quilted Overshirt - Faded Olive / M,1,187.50,0
li_0008848,ord_006363,var_000276,prod_00027,Quilted Overshirt - Faded Olive / M,1,187.50,0
li_0008849,ord_006364,var_000065,prod_00006,Staple Tee - Sage / M,1,40.00,0
li_0008850,ord_006364,var_000120,prod_00011,Script Cap - Burgundy / ONE,1,35.00,0
li_0008851,ord_006365,var_000183,prod_00018,Boxy Crop Tee - Vintage Cream / S,1,40.00,0
li_0008852,ord_006366,var_000107,prod_00009,Arch Logo Tee - Vintage Cream / XL,1,43.33,0
li_0008853,ord_006367,var_000202,prod_00020,Summer Knit Hoodie - Vintage Cream / XS,1,120.83,0
li_0008854,ord_006368,var_000170,prod_00016,Washed Logo Tee - Sage / S,1,43.33,0
li_0008855,ord_006369,var_000130,prod_00012,Heritage Tee - Washed Black / XL,1,45.83,0
li_0008856,ord_006370,var_000166,prod_00016,Washed Logo Tee - Faded Olive / M,1,43.33,0
li_0008857,ord_006371,var_000148,prod_00014,Emblem Cap - Sage / ONE,1,40.00,10.00
li_0008858,ord_006372,var_000050,prod_00005,Court Trainer - Off-White / UK12,1,162.50,0
li_0008859,ord_006373,var_000103,prod_00009,Arch Logo Tee - Vintage Cream / XS,1,43.33,0
li_0008860,ord_006374,var_000275,prod_00027,Quilted Overshirt - Faded Olive / S,1,187.50,0
li_0008861,ord_006375,var_000013,prod_00001,Essential Tee - Charcoal / M,1,41.67,0
li_0008862,ord_006376,var_000189,prod_00019,Linen Blend Tee - Off-White / M,1,48.33,0
li_0008863,ord_006377,var_000080,prod_00007,Relaxed Hoodie - Burgundy / M,1,133.33,0
li_0008864,ord_006378,var_000061,prod_00006,Staple Tee - Off-White / L,1,40.00,0
li_0008865,ord_006379,var_000167,prod_00016,Washed Logo Tee - Faded Olive / L,1,43.33,0
li_0008866,ord_006380,var_000086,prod_00007,Relaxed Hoodie - Off-White / L,1,133.33,10.00
li_0008867,ord_006381,var_000050,prod_00005,Court Trainer - Off-White / UK12,1,162.50,0
li_0008868,ord_006382,var_000184,prod_00018,Boxy Crop Tee - Vintage Cream / M,1,40.00,0
li_0008869,ord_006383,var_000094,prod_00008,Slim Sweatpants - Deep Navy / S,1,116.67,0
li_0008870,ord_006384,var_000198,prod_00020,Summer Knit Hoodie - Faded Olive / S,1,120.83,0
li_0008871,ord_006385,var_000001,prod_00001,Essential Tee - Washed Black / XS,1,41.67,0
li_0008872,ord_006386,var_000259,prod_00025,Wool Blend Cap - Burgundy / ONE,1,43.33,0
li_0008873,ord_006387,var_000221,prod_00022,Fleece Hoodie - Washed Black / XL,1,137.50,0
li_0008874,ord_006388,var_000147,prod_00014,Emblem Cap - Off-White / ONE,1,40.00,6.00
li_0008875,ord_006389,var_000209,prod_00021,Boardshort Sweatpants - Charcoal / M,1,108.33,0
li_0008876,ord_006390,var_000014,prod_00001,Essential Tee - Charcoal / L,1,41.67,0
li_0008877,ord_006390,var_000067,prod_00006,Staple Tee - Sage / XL,1,40.00,0
li_0008878,ord_006390,var_000065,prod_00006,Staple Tee - Sage / M,1,40.00,0
li_0008879,ord_006391,var_000176,prod_00017,Mesh Panel Cap - Deep Navy / ONE,1,36.67,3.67
li_0008880,ord_006392,var_000099,prod_00009,Arch Logo Tee - Washed Black / S,1,43.33,0
li_0008881,ord_006393,var_000042,prod_00004,Logo Cap - Vintage Cream / ONE,1,37.50,0
li_0008882,ord_006394,var_000134,prod_00012,Heritage Tee - Vintage Cream / L,1,45.83,0
li_0008883,ord_006394,var_000145,prod_00013,Utility Sweatpants - Charcoal / XL,1,120.83,0
li_0008884,ord_006395,var_000200,prod_00020,Summer Knit Hoodie - Faded Olive / L,1,120.83,0
li_0008885,ord_006396,var_000148,prod_00014,Emblem Cap - Sage / ONE,1,40.00,0
li_0008886,ord_006396,var_000041,prod_00004,Logo Cap - Washed Black / ONE,1,37.50,0
li_0008887,ord_006397,var_000204,prod_00020,Summer Knit Hoodie - Vintage Cream / M,1,120.83,0
li_0008888,ord_006397,var_000038,prod_00003,Everyday Sweatpants - Faded Olive / M,1,112.50,0
li_0008889,ord_006397,var_000060,prod_00006,Staple Tee - Off-White / M,1,40.00,0
li_0008890,ord_006398,var_000031,prod_00003,Everyday Sweatpants - Charcoal / XS,1,112.50,0
li_0008891,ord_006398,var_000228,prod_00022,Fleece Hoodie - Deep Navy / S,1,137.50,0
li_0008892,ord_006399,var_000188,prod_00019,Linen Blend Tee - Off-White / S,1,48.33,0
li_0008893,ord_006399,var_000106,prod_00009,Arch Logo Tee - Vintage Cream / L,1,43.33,0
li_0008894,ord_006400,var_000040,prod_00003,Everyday Sweatpants - Faded Olive / XL,1,112.50,0
li_0008895,ord_006401,var_000245,prod_00024,Varsity Tee - Washed Black / L,1,45.83,0
li_0008896,ord_006402,var_000084,prod_00007,Relaxed Hoodie - Off-White / S,1,133.33,0
li_0008897,ord_006403,var_000274,prod_00027,Quilted Overshirt - Faded Olive / XS,1,187.50,0
li_0008898,ord_006404,var_000125,prod_00012,Heritage Tee - Deep Navy / XL,1,45.83,0
li_0008899,ord_006404,var_000091,prod_00008,Slim Sweatpants - Washed Black / L,1,116.67,0
li_0008900,ord_006405,var_000049,prod_00005,Court Trainer - Off-White / UK11,1,162.50,0
li_0008901,ord_006405,var_000103,prod_00009,Arch Logo Tee - Vintage Cream / XS,1,43.33,0
li_0008902,ord_006405,var_000118,prod_00011,Script Cap - Charcoal / ONE,1,35.00,0
li_0008903,ord_006406,var_000175,prod_00017,Mesh Panel Cap - Off-White / ONE,1,36.67,0
li_0008904,ord_006407,var_000174,prod_00017,Mesh Panel Cap - Washed Black / ONE,1,36.67,0
li_0008905,ord_006408,var_000209,prod_00021,Boardshort Sweatpants - Charcoal / M,1,108.33,0
li_0008906,ord_006409,var_000130,prod_00012,Heritage Tee - Washed Black / XL,1,45.83,0
li_0008907,ord_006409,var_000263,prod_00026,Mid Runner Trainer - Charcoal / UK9,1,175.00,0
li_0008908,ord_006409,var_000210,prod_00021,Boardshort Sweatpants - Charcoal / L,1,108.33,0
li_0008909,ord_006410,var_000132,prod_00012,Heritage Tee - Vintage Cream / S,1,45.83,0
li_0008910,ord_006411,var_000047,prod_00005,Court Trainer - Off-White / UK9,1,162.50,0
li_0008911,ord_006411,var_000161,prod_00016,Washed Logo Tee - Vintage Cream / M,1,43.33,0
li_0008912,ord_006411,var_000188,prod_00019,Linen Blend Tee - Off-White / S,1,48.33,0
li_0008913,ord_006412,var_000164,prod_00016,Washed Logo Tee - Faded Olive / XS,1,43.33,0
li_0008914,ord_006412,var_000179,prod_00018,Boxy Crop Tee - Washed Black / M,1,40.00,0
li_0008915,ord_006413,var_000067,prod_00006,Staple Tee - Sage / XL,1,40.00,0
li_0008916,ord_006414,var_000142,prod_00013,Utility Sweatpants - Charcoal / S,1,120.83,0
li_0008917,ord_006415,var_000149,prod_00015,Track Hoodie - Washed Black / XS,1,125.00,0
li_0008918,ord_006415,var_000199,prod_00020,Summer Knit Hoodie - Faded Olive / M,1,120.83,0
li_0008919,ord_006416,var_000006,prod_00001,Essential Tee - Vintage Cream / XS,1,41.67,6.25
li_0008920,ord_006416,var_000047,prod_00005,Court Trainer - Off-White / UK9,1,162.50,24.38
li_0008921,ord_006417,var_000160,prod_00016,Washed Logo Tee - Vintage Cream / S,1,43.33,0
li_0008922,ord_006418,var_000002,prod_00001,Essential Tee - Washed Black / S,1,41.67,0
